x, y
7.91472455663, 1.94211981709
12.0599861429, 1.67754046672
7.68848597863, 1.42777737933
7.54331002664, 1.42420566971
7.57253982416, 1.03050351154
2.76987564467, 0.220030858316
4.66653019351, 1.38557996386
6.71522677761, 1.82342517365
7.81293475714, 1.48931309209
4.0918793803, 0.321258453215
6.40436883059, 1.50194101956
5.79818176431, 2.07627306127
10.004365042, 1.37323327826
4.23429106405, 4.08075929752
8.28533458809, 2.03850968325
8.22469666618, 0.969998859953
0.0, 0.0
5.04661486415, 2.82763399937
5.1051365536, 1.94207405968
5.74699875172, 2.63497094525
6.63913888889, 0.987272222222
4.92904538341, 0.814764475743
5.49652015014, 2.05366159621
5.16505947743, 2.95572333905
7.90399557647, 0.357208470588
5.76493760495, 1.48388001712
2.26282485876, 3.65157062147
4.13884467176, 3.17972605619
4.7773566789, 2.55645956886
6.3964513508, 1.28328932223
4.81322706065, 0.632309097978
7.5899462929, 1.49604139376
7.67449846439, 1.1866257171
5.92259322034, 0.346032015066
6.1569267101, 1.24738762215
6.1668600311, 0.645632581649
6.50029641745, 2.5393043264
9.29628194003, 1.38574486549
4.8221305272, 1.84797225012
6.92466276518, 2.43829670812
3.03444091061, 3.04824238366
8.08098898132, 1.15746601789
4.54955798379, 3.02599718012
8.86722256569, 2.07860896445
5.37167249533, 2.13228197515
10.1707685889, 1.77754774708
5.40182807717, 1.08762038972
7.74439582897, 1.4911276462
6.89736645963, 1.92775465839
0.0, 0.0
5.19530304786, 1.16923513733
6.45965447971, 0.193254319004
7.40636972539, 1.42242732753
7.14628433661, 2.11302213445
4.98272896928, 0.306960953201
6.37262404248, 2.75438653377
10.4566313776, 1.88781557087
4.61782700766, 1.57173481023
6.47418391951, 1.41285732103
7.44894715692, 1.19001607394
3.5559526447, 4.2580635558
4.76459017187, 2.15646429436
6.4660635014, 1.88685432897
4.33384531093, 2.22045840563
5.69178870075, 2.45947394378
6.56542214418, 1.58196763324
3.43341669177, 2.7265305815
4.01162643892, 0.987931389071
2.29374502196, 0.471145349024
7.84835365018, 1.47801807972
7.16852377776, 2.02108006621
5.5166896329, 1.6415351491
3.77888716904, 2.39692464358
3.61094597898, 0.798595290475
5.41463485686, 1.86998392767
4.8850135483, 0.898096125186
6.48301821103, 0.613326191751
6.19541459152, 1.06399563128
3.66694081084, 1.34569208646
3.13483950274, 0.123339827442
6.18298233047, 3.66792203916
6.17339433044, 2.12562513222
5.39566734989, 2.38628466361
8.22672510568, 2.1905314947
2.15220614449, 0.0633653140401
7.48765378671, 3.35295208655
7.03200986437, 0.489102616797
10.8466641896, 1.72238151991
4.72549780023, 0.219305849764
