technique, word, len, class, correct, gesture_durations, selection_durations, sample_distance, start_distance, end_distance, gesture_length, gesture_speed
normal, do, 2, Select, Yes, 0.896, 0.0, 0.0222010231191, 0.1026235863, 0.179117750857, 5.62401489229, 6.27680233515
normal, not, 3, Select, Yes, 1.394, 0.0, 0.00931312905962, 0.28997196844, 0.220117523196, 6.88719614688, 4.94059981842
normal, worry, 5, Select, Yes, 2.654, 0.0, 0.0477239678606, 0.0644181643017, 0.0807546386036, 14.434952703, 5.43894223925
normal, about, 5, Select, Yes, 2.688, 0.0, 0.0237321388202, 0.350479168934, 0.143828535256, 11.8800344273, 4.41965566492
normal, this, 4, Select, Yes, 1.841, 0.0, 0.0198560836684, 0.287279485736, 0.216421452028, 8.29775972148, 4.50720245599
normal, rain, 4, Select, Yes, 2.058, 0.0, 0.052806096049, 0.312278790138, 0.217278429339, 10.2471674458, 4.97918729146
normal, rain, 4, Select, Yes, 2.272, 0.0, 0.0183567389411, 0.247482182124, 0.38250236998, 11.8562886865, 5.21843692189
normal, go, 2, Select, Yes, 0.995, 0.0, 0.0224216104724, 0.117640896571, 0.746141706242, 4.1249782463, 4.1457067802
normal, away, 4, Select, Yes, 1.975, 0.0, 0.0399222762139, 0.262223278665, 0.225394087289, 6.63810105442, 3.36106382502
normal, we, 2, Select, Yes, 0.896, 0.0, 0.0034260153343, 0.426218562145, 0.0963517334821, 1.26344894113, 1.41009926466
normal, went, 4, Select, Yes, 2.506, 0.0, 0.0139624654403, 0.0263275108014, 0.0588147471303, 9.04472929174, 3.60922956574
normal, grocery, 7, Select, Yes, 4.796, 0.0, 0.0275769496188, 0.324716432151, 0.304881388038, 18.4359370754, 3.84402357703
normal, shopping, 8, Select, Yes, 4.745, 0.0, 0.0736288417795, 0.197683339422, 0.305357656221, 13.7290021679, 2.89336188998
normal, we, 2, Select, Yes, 0.647, 0.0, 0.0015799861519, 0.131111503058, 0.23212386591, 1.00087548152, 1.546948194
normal, better, 6, Select, Yes, 2.97, 0.0, 0.0618345478459, 0.313014029738, 0.294952165006, 9.24218838814, 3.11184794213
normal, investigate, 11, Select, Yes, 17.519, 0.0, 0.132541109453, 0.181887412266, 0.0653082975815, 26.2934088917, 1.50085101271
normal, this, 4, Select, Yes, 12.093, 0.0, 0.025940412139, 0.13686910879, 0.164737172092, 9.2486012316, 0.764789649516
normal, people, 6, Select, No, 4.961, 0.0, 0.124805592762, 0.454411927082, 0.262441061294, 23.221166012, 4.68074299778
normal, blow, 4, Select, Yes, 3.534, 0.0, 0.030043187386, 0.250951519147, 0.109841425414, 13.3776661174, 3.78541769025
normal, their, 5, Select, Yes, 2.804, 0.0, 0.038196829752, 0.0654399758557, 0.121462788968, 13.189583728, 4.70384583739
normal, horn, 4, Select, Yes, 2.422, 0.0, 0.0314469998092, 0.146933290346, 0.721917334527, 11.4123052867, 4.71193447016
normal, a, 1, Select, Yes, 0.049, 0.0, 0.0, 0.241744607879, 0.241744607879, 0, 0.0
normal, lot, 3, Select, Yes, 1.377, 0.0, 0.000942841457861, 0.106846405667, 0.268767911492, 4.71134841351, 3.42145854285
normal, exercise, 8, Select, Yes, 4.877, 0.0, 0.0844099399601, 0.145214846293, 0.14057416019, 18.8153456327, 3.8579753194
normal, is, 2, Select, Yes, 0.946, 0.0, 0.0205754612673, 0.147946380371, 0.484380867256, 5.64256377856, 5.96465515704
normal, good, 4, Match, Yes, 1.892, 0, 0.0305244445583, 0.370839186933, 0.22013264317, 8.61115295802, 4.55134934356
normal, for, 3, Select, Yes, 2.77, 0.0, 0.034663328452, 0.428622761875, 0.139502567234, 9.33516147826, 3.37009439648
normal, the, 3, Select, Yes, 1.642, 0.0, 0.0137853300824, 0.11336068123, 0.284762517205, 4.76117384892, 2.8996186656
normal, mind, 4, Select, Yes, 2.588, 0.0, 0.0135948628518, 0.171770429644, 0.111976013083, 8.44733561879, 3.26404003817
normal, rent, 4, Select, Yes, 2.239, 0.0, 0.0134992520416, 0.198412286721, 0.269139060937, 9.21986663072, 4.1178502147
normal, is, 2, Select, Yes, 0.863, 0.0, 0.00899021382927, 0.158495799178, 0.229751283698, 5.60683409516, 6.49691088662
normal, paid, 4, Select, Yes, 12.108, 0.0, 0.0909398345931, 0.311300670614, 0.243699320167, 20.9301739836, 1.72862355332
normal, at, 2, Select, Yes, 10.151, 0.0, 0.00659518295648, 0.213179974737, 0.285403406337, 3.52096746052, 0.346859172546
normal, the, 3, Select, Yes, 9.421, 0.0, 0.00493388825614, 0.306373775061, 0.134489077493, 5.4664776126, 0.58024388203
normal, beginning, 9, Select, Yes, 4.676, 0.0, 0.0700939941585, 0.161691241352, 0.307608118126, 15.9605361723, 3.41328831743
normal, of, 2, Select, Yes, 0.895, 0.0, 0.000118466712933, 0.23655310876, 0.201892322412, 4.38171504678, 4.89577100198
normal, the, 3, Select, Yes, 1.509, 0.0, 0.0125914358916, 0.102715998486, 0.410569722761, 5.39539765599, 3.57547889728
normal, month, 5, Select, Yes, 2.554, 0.0, 0.0210501546667, 0.188980339316, 0.31255385918, 9.77457667604, 3.82716392954
normal, exceed, 6, Select, Yes, 2.571, 0.0, 0.033561370589, 0.149097532176, 0.48456147717, 5.75165817825, 2.23712881301
normal, the, 3, Select, Yes, 1.692, 0.0, 0.0111827173203, 0.364776672529, 0.0349900439125, 5.17098473886, 3.05613755252
normal, maximum, 7, Select, Yes, 4.876, 0.0, 0.153406945111, 0.212393370339, 0.513011406755, 22.1054331356, 4.5335178703
normal, speed, 5, Select, Yes, 2.323, 0.0, 0.0597710990129, 0.192368380097, 0.215759329534, 15.4414035008, 6.64718187724
normal, limit, 5, Select, Yes, 2.588, 0.0, 0.0232418587603, 0.1863960201, 0.264468680978, 9.89710044283, 3.82422737358
normal, what, 4, Match, Yes, 2.588, 0, 0.0217260450214, 0.364875457493, 0.479643092895, 14.0208581545, 5.41764225444
normal, to, 2, Select, Yes, 2.156, 0.0, 0.0123964428304, 0.290236987086, 0.219053859142, 4.56494178787, 2.11731993871
normal, do, 2, Match, Yes, 1.095, 0, 0.00489895978923, 0.144340296955, 0.190966469811, 5.6914578862, 5.19767843489
normal, when, 4, Select, Yes, 4.446, 0.0, 0.0493827086841, 0.136507989704, 0.458582051726, 13.3006815135, 2.99160627834
normal, the, 3, Select, Yes, 1.311, 0.0, 0.00674667789131, 0.0454957339978, 0.242445896554, 5.37910959091, 4.10305842175
normal, oil, 3, Select, Yes, 1.012, 0.0, 0.0106351866877, 0.233043339079, 0.383000639929, 3.54972075974, 3.50762920923
normal, runs, 4, Select, Yes, 1.892, 0.0, 0.0309518294206, 0.329134638841, 0.259850934287, 8.62745269874, 4.55996442851
normal, dry, 3, Select, Yes, 1.278, 0.0, 0.0182920499291, 0.156910837688, 0.268699448712, 3.10438869132, 2.42909913249
normal, effort, 6, Select, Yes, 3.565, 0.0, 0.0794478902695, 0.1690797593, 0.28076816829, 14.0578702083, 3.94330160122
normal, is, 2, Select, Yes, 36.026, 0.0, 0.000662479556718, 0.0720199763399, 0.0985131991207, 5.50955981883, 0.152932876779
normal, what, 4, Select, Yes, 37.303, 0.0, 0.0392584901876, 0.0564109395153, 0.11371835697, 12.5784529664, 0.33719681973
normal, it, 2, Select, Yes, 36.457, 0.0, 0.0202654432983, 0.14042887588, 0.131333532542, 5.19471190395, 0.142488737525
normal, will, 4, Match, Yes, 37.436, 0, 0.0473008137961, 0.195267999309, 0.673091261557, 8.45249552504, 0.225785220778
normal, take, 4, Select, Yes, 11.327, 0.0, 0.0509035435764, 0.195095137992, 0.245912161905, 16.7317336992, 1.47715491297
normal, sad, 3, Select, Yes, 1.377, 0.0, 0.00626368713601, 0.0603059211438, 0.193197252651, 3.50393679791, 2.54461641097
normal, to, 2, Select, Yes, 1.444, 0.0, 0.0188003846373, 0.154975225172, 0.169123253103, 4.33340332822, 3.00097183395
normal, hear, 4, Select, No, 2.373, 0.0, 0.0561522175999, 0.211640577681, 0.292768466951, 8.16857636019, 3.44229935111
normal, that, 4, Select, Yes, 2.19, 0.0, 0.0641486115436, 0.269439255956, 0.310478833961, 11.0526775043, 5.04688470514
normal, news, 4, Select, Yes, 1.776, 0.0, 0.0305797941677, 0.196337065013, 0.141414809553, 6.89119733148, 3.88017867763
normal, fish, 4, Select, Yes, 2.638, 0.0, 0.0480647306545, 0.220132460989, 0.284560459885, 14.0999850369, 5.34495262962
normal, are, 3, Select, Yes, 1.061, 0.0, 0.0097739626575, 0.189352766069, 0.355993318825, 3.49933798337, 3.29815078546
normal, jumping, 7, Select, Yes, 6.786, 0.0, 0.0550971250085, 0.102677413841, 0.546377543704, 13.1130010893, 1.93236090323
normal, a, 1, Select, Yes, 0.0830000000001, 0.0, 0.0, 0.155808623267, 0.155808623267, 0, 0.0
normal, picture, 7, Select, Yes, 4.131, 0.0, 0.0231408144769, 0.0596701007624, 0.224080705037, 15.410711493, 3.73050387146
normal, is, 2, Select, Yes, 0.813, 0.0, 0.00977960392878, 0.335520525065, 0.2199760399, 5.4751871758, 6.73454757171
normal, worth, 5, Select, Yes, 2.804, 0.0, 0.0750884986993, 0.339046132102, 0.154573809431, 15.5231279159, 5.53606559056
normal, many, 4, Select, Yes, 2.057, 0.0, 0.0408057363126, 0.397980143578, 0.152211461651, 13.672439173, 6.64678618038
normal, words, 5, Select, Yes, 2.207, 0.0, 0.0832099672024, 0.297151985915, 0.872335572027, 13.4017921835, 6.07240243927
normal, the, 3, Select, Yes, 1.725, 0.0, 0.0400828232658, 0.198352436761, 0.232489032681, 5.3578928748, 3.10602485496
normal, first, 5, Select, Yes, 3.268, 0.0, 0.0592769806144, 0.179372226604, 0.320482212843, 12.2556352765, 3.75019439306
normal, time, 4, Select, Yes, 2.323, 0.0, 0.0187210101074, 0.175865997615, 0.0375544563135, 10.665254966, 4.59115581834
normal, he, 2, Select, Yes, 0.713, 0.0, 0.00773937405491, 0.0478915159606, 0.102944702151, 3.51942101389, 4.93607435329
normal, tried, 5, Select, Yes, 3.599, 0.0, 0.0383593809847, 0.152510536308, 0.296294802685, 10.4103671344, 2.8925721407
normal, to, 2, Select, Yes, 1.178, 0.0, 0.021225208289, 0.28935365437, 0.113789211475, 4.2397163181, 3.5990800663
normal, swim, 4, Select, Yes, 2.09, 0.0, 0.029284413261, 0.239222526301, 0.123966947341, 9.41722939299, 4.50585138421
normal, beautiful, 9, Select, Yes, 5.856, 0.0, 0.190600031672, 0.336118219575, 0.537895160953, 25.5668663902, 4.36592663766
normal, paintings, 9, Select, Yes, 5.474, 0.0, 0.118266524674, 0.644721640141, 0.179125844126, 29.1368232304, 5.32276639211
normal, in, 2, Select, Yes, 0.813, 0.0, 0.0056104751589, 0.453887317972, 0.479593041152, 2.12046941791, 2.60820346607
normal, the, 3, Select, Yes, 1.161, 0.0, 0.00981293720757, 0.363636785818, 0.332417309251, 4.498269557, 3.87447851593
normal, gallery, 7, Match, Yes, 9.754, 0, 0.116268885678, 0.335826660789, 0.162363908902, 21.2924026335, 2.18294060217
normal, machinery, 9, Select, Yes, 6.005, 0.0, 0.154130801936, 0.0814913285264, 0.153280202495, 24.3520868482, 4.05530172327
normal, is, 2, Select, Yes, 0.962, 0.0, 0.00372739880759, 0.275463357552, 0.149847350334, 5.44875872068, 5.66399035414
normal, too, 3, Match, Yes, 1.228, 0, 0.0132142377105, 0.143039363942, 0.549636471698, 4.28138719551, 3.48647165758
normal, complicated, 11, Select, Yes, 10.184, 0.0, 0.184611739156, 0.496024756444, 0.135587406882, 28.2971996509, 2.77859383847
normal, there, 5, Select, Yes, 2.389, 0.0, 0.029252372868, 0.0523083062811, 0.194117538538, 7.78581788024, 3.25902799508
normal, will, 4, Select, Yes, 1.691, 0.0, 0.0422978595519, 0.0473729754185, 0.61441595443, 7.62483355868, 4.50906774611
normal, be, 2, Select, Yes, 0.813, 0.0, 8.14929032194e-05, 0.139352299159, 0.123283956154, 3.84315097434, 4.72712296966
normal, some, 4, Select, Yes, 2.206, 0.0, 0.0317493173639, 0.206572747481, 0.152220016095, 14.7872793602, 6.7032091388
normal, fog, 3, Select, Yes, 1.692, 0.0, 0.0327175838474, 0.120791943978, 0.35295306836, 8.85304194388, 5.23229429307
normal, tonight, 7, Select, Yes, 3.914, 0.0, 0.0597710691827, 0.176859781106, 0.169126820916, 14.5655323734, 3.72139304379
normal, employee, 8, Select, Yes, 4.295, 0.0, 0.0903569822615, 0.433382366509, 0.28461357924, 16.424321964, 3.82405633621
normal, recruitment, 11, Select, Yes, 7.596, 0.0, 0.190102828182, 0.0878204701935, 0.205882361615, 33.0996428235, 4.35750958708
normal, takes, 5, Select, No, 2.985, 0.0, 0.128440547817, 0.201118824783, 0.171613203059, 17.8183108115, 5.96928335393
normal, a, 1, Select, Yes, 0.067, 0.0, 0.0, 0.187742377667, 0.187742377667, 0, 0.0
normal, lot, 3, Select, Yes, 1.808, 0.0, 0.00610559355043, 0.197464293506, 0.315415680831, 5.18199528289, 2.86614783346
normal, of, 2, Select, Yes, 1.028, 0.0, 0.0206478898037, 0.140814095676, 0.430317081541, 5.41764702619, 5.27008465582
normal, effort, 6, Select, Yes, 3.798, 0.0, 0.10012594433, 0.229902389603, 0.887941021083, 14.4298668531, 3.79933303137
normal, where, 5, Select, Yes, 2.92, 0.0, 0.0667779323074, 0.154491175013, 0.235739549779, 10.2402444228, 3.5069330215
normal, did, 3, Select, Yes, 1.974, 0.0, 0.00442992638235, 0.222707758846, 0.117864537131, 9.84735729258, 4.98852953018
normal, you, 3, Select, Yes, 1.676, 0.0, 0.0147068400476, 0.123523099156, 0.349873116522, 5.9711557973, 3.5627421225
normal, get, 3, Select, Yes, 1.178, 0.0, 0.0213064922494, 0.26724414706, 0.207074495122, 4.60978273846, 3.91322813112
normal, that, 4, Select, Yes, 2.405, 0.0, 0.0444731903324, 0.143517832829, 0.160763052627, 11.5906982888, 4.8194171679
normal, tie, 3, Select, Yes, 1.543, 0.0, 0.0204632078309, 0.0703456034305, 0.336271427369, 8.44315350971, 5.47190765373
normal, that, 4, Select, Yes, 2.174, 0.0, 0.0373836904499, 0.274092852169, 0.0808655214167, 10.2901321164, 4.7332714427
normal, is, 2, Select, Yes, 0.88, 0.0, 0.000246344242326, 0.105748490906, 0.0122715312818, 5.62660309147, 6.3938671494
normal, a, 1, Select, Yes, 0.0500000000002, 0.0, 0.0, 0.217285573724, 0.217285573724, 0, 0.0
normal, very, 4, Select, Yes, 1.808, 0.0, 0.0158933561053, 0.269581685463, 0.334496258928, 6.19253426295, 3.42507426048
normal, odd, 3, Match, Yes, 0.962, 0, 0.0460458341572, 0.653008686605, 0.345010134757, 5.19144493731, 5.39651240885
normal, question, 8, Select, Yes, 5.756, 0.0, 0.0983217117389, 0.206209358765, 0.368819041782, 21.8665131313, 3.79890777125
normal, the, 3, Select, Yes, 1.294, 0.0, 0.0159153167805, 0.110647742932, 0.367482179765, 5.39333527778, 4.16795616521
normal, bus, 3, Select, Yes, 1.874, 0.0, 0.0471824915834, 0.093981248385, 0.410321181058, 6.63107106328, 3.53845841157
normal, was, 3, Select, Yes, 6.536, 0.0, 0.00163489225081, 0.126915255289, 0.226274189111, 2.80808436568, 0.429633470881
normal, very, 4, Select, Yes, 6.702, 0.0, 0.0276815484576, 0.113475671952, 0.243726566767, 5.85221725671, 0.873204604104
normal, crowded, 7, Select, Yes, 4.943, 0.0, 0.1539072649, 0.189914818132, 0.401140206813, 18.7204983912, 3.78727460879
normal, life, 4, Select, Yes, 1.941, 0.0, 0.00325407677923, 0.176996379875, 0.252969047049, 7.2140619894, 3.71667284359
normal, is, 2, Select, Yes, 0.863, 0.0, 0.000167731411405, 0.296045465076, 0.0687092828808, 5.3395821994, 6.18723313951
normal, but, 3, Select, Yes, 1.394, 0.0, 0.00509170536299, 0.307487652868, 0.0522510966966, 4.19934953264, 3.01244586272
normal, a, 1, Select, Yes, 0.0830000000001, 0.0, 0.0, 0.426788698184, 0.426788698184, 0, 0.0
normal, dream, 5, Select, Yes, 3.534, 0.0, 0.0749312888088, 0.13075629503, 0.139317017801, 11.7922166765, 3.33679023104
normal, the, 3, Select, Yes, 1.443, 0.0, 0.0174863057852, 0.0559545268589, 0.0850607431193, 5.38595034091, 3.73246731872
normal, children, 8, Select, Yes, 5.009, 0.0, 0.0588467108577, 0.154926260334, 0.392102996322, 17.8386055288, 3.56131074641
normal, are, 3, Select, Yes, 1.078, 0.0, 0.00862551366641, 0.122037605356, 0.150698175576, 3.71169902682, 3.44313453323
normal, playing, 7, Select, Yes, 4.728, 0.0, 0.0378745869217, 0.535913344118, 0.671763602592, 21.6490856871, 4.57890983231
normal, insurance, 9, Select, Yes, 6.186, 0.0, 0.0773279451171, 0.0547012083322, 0.240376198027, 27.6053289228, 4.46254913075
normal, is, 2, Select, Yes, 0.929, 0.0, 0.0249706682215, 0.162774529669, 0.0968654572126, 5.7665121303, 6.20722511334
normal, important, 9, Select, Yes, 5.274, 0.0, 0.124409595065, 0.365704078919, 0.111259242151, 22.2345021613, 4.21587071697
normal, for, 3, Select, Yes, 1.808, 0.0, 0.0126180846883, 0.112874596655, 0.201259884739, 8.78816896326, 4.86071292216
normal, bad, 3, Match, Yes, 1.227, 0, 0.0175574913733, 0.107171880776, 0.71615836771, 6.92039367605, 5.64009264552
normal, drivers, 7, Select, Yes, 6.07, 0.0, 0.0773637533052, 0.140551560664, 0.221403569992, 16.9907823683, 2.79914042312
normal, saving, 6, Select, Yes, 2.853, 0.0, 0.0278406047922, 0.210128310839, 0.227762682889, 13.4998899038, 4.73182260911
normal, that, 4, Select, Yes, 1.924, 0.0, 0.0226464323218, 0.240531879037, 0.276210254513, 9.02187137501, 4.68912233629
normal, child, 5, Select, Yes, 3.168, 0.0, 0.040160627345, 0.162635789803, 0.150181319278, 12.2799474862, 3.87624604995
normal, was, 3, Select, Yes, 0.978, 0.0, 0.00817613361411, 0.298564614094, 0.0249798479779, 2.81534713907, 2.87867805631
normal, an, 2, Select, Yes, 1.194, 0.0, 0.000903002415266, 0.23160862945, 0.168035333933, 5.77592091721, 4.83745470453
normal, heroic, 6, Select, Yes, 4.163, 0.0, 0.0943194567801, 0.359007096811, 0.123392088097, 18.7091201428, 4.49414368072
normal, effort, 6, Select, Yes, 3.003, 0.0, 0.0327558044688, 0.562924042568, 0.131635965013, 12.6570289061, 4.21479484054
normal, the, 3, Select, Yes, 1.526, 0.0, 0.00965481493306, 0.0519863053505, 0.245538030085, 5.10719741132, 3.34678729444
normal, opposing, 8, Select, Yes, 3.948, 0.0, 0.0865015797463, 0.10539472437, 0.33538682239, 19.6418079523, 4.97512866068
normal, team, 4, Match, Yes, 2.953, 0, 0.106344450211, 0.342933678038, 0.135670876536, 12.3761465908, 4.19104185261
normal, is, 2, Select, Yes, 2.355, 0.0, 0.0368437497836, 0.247882295979, 0.538935790298, 5.78639840375, 2.45706938588
normal, over, 4, Match, Yes, 1.725, 0, 0.00461257259306, 0.781633743108, 0.245956286624, 7.47241688736, 4.33183587673
normal, there, 5, Select, Yes, 3.466, 0.0, 0.019371275181, 0.0810385519429, 0.16560024016, 7.9856062419, 2.3039833358
normal, the, 3, Select, Yes, 1.4117, 0.0, 0.0111536758068, 0.0979770136512, 0.242597187919, 6.60284832271, 4.67723193505
normal, postal, 6, Select, Yes, 3.586, 0.0, 0.099542475981, 0.393934758571, 0.217868829019, 26.1133814693, 7.28203610409
normal, service, 7, Select, Yes, 3.4533, 0.0, 0.0337000405459, 0.163207384196, 0.415483994091, 15.4804837809, 4.48280884399
normal, is, 2, Select, Yes, 0.8966, 0.0, 7.0817435844e-05, 0.179702904072, 0.06467301605, 5.49302579306, 6.12650657268
normal, very, 4, Select, Yes, 1.5442, 0.0, 0.0262953764634, 0.0964008230515, 0.252741607174, 5.57993082384, 3.61347676715
normal, slow, 4, Select, Yes, 2.1087, 0.0, 0.0723101210732, 0.378534300038, 0.397315699772, 15.1573827354, 7.18802235282
normal, do, 2, Select, Yes, 0.9797, 0.0, 0.0080484341533, 0.171601173087, 0.355043122278, 5.83783559458, 5.95879921872
normal, you, 3, Select, Yes, 1.2288, 0.0, 0.0334677616139, 0.183911892829, 0.172109263417, 5.17574032056, 4.21202825567
normal, prefer, 6, Match, Yes, 2.6231, 0, 0.065960021567, 0.241256228945, 0.462948680267, 13.7617228765, 5.24635846003
normal, a, 1, Select, Yes, 1.6768, 0.0, 6.93889390391e-17, 0.0757569504735, 0.0476403679352, 0.0666995477469, 0.0397778791429
normal, window, 6, Select, Yes, 3.1876, 0.0, 0.0927092006226, 0.301570120491, 0.243255339929, 24.2389968236, 7.60415259868
normal, seat, 4, Select, Yes, 1.6606, 0.0, 0.0196976242934, 0.111455043672, 0.120823271997, 7.65974550891, 4.61263730514
normal, we, 2, Select, Yes, 0.5146, 0.0, 1.25798189157e-05, 0.0999270218509, 0.43306258709, 1.3225395367, 2.57003407831
normal, better, 6, Select, Yes, 1.9422, 0.0, 0.036621522171, 0.0931249300939, 0.184199759826, 8.60531368184, 4.43070419207
normal, investigate, 11, Select, Yes, 6.0918, 0.0, 0.284570956241, 0.100057429559, 0.199894788789, 28.8775127188, 4.74039080712
normal, this, 4, Select, Yes, 1.5937, 0.0, 0.0196937519185, 0.339426218566, 0.366214914859, 8.82914728535, 5.54003092511
normal, frequently, 10, Select, Yes, 5.6933, 0.0, 0.149105378553, 0.299668104951, 0.242943957826, 29.926694442, 5.25647593523
normal, asked, 5, Select, Yes, 2.39, 0.0, 0.0505806312679, 0.266655447954, 0.18801048621, 14.0709961043, 5.88744606875
normal, questions, 9, Select, Yes, 3.8664, 0.0, 0.10253383156, 0.154891380349, 0.245241443971, 26.1156175331, 6.7545048451
normal, the, 3, Select, Yes, 1.5601, 0.0, 0.0067643140697, 0.212728318202, 0.212751816888, 5.8747636722, 3.76563276213
normal, living, 6, Match, Yes, 2.871, 0, 0.132094004931, 0.172283538938, 0.250836469246, 16.2346639231, 5.65470704392
normal, is, 2, Select, Yes, 2.1409, 0.0, 0.0115728149985, 0.330824040617, 0.296229589476, 6.32567199875, 2.95467887279
normal, easy, 4, Select, Yes, 1.1454, 0.0, 0.0173595157284, 0.227689198305, 0.367665576943, 6.77044727373, 5.91098941307
normal, that, 4, Match, Yes, 1.9917, 0, 0.0204554360422, 0.19167490588, 0.399202722236, 9.88130836159, 4.96124334066
normal, land, 4, Select, No, 8.6626, 0.0, 0.0808768893034, 0.63421732645, 0.0832375408395, 16.0665765646, 1.8547060426
normal, is, 2, Select, Yes, 0.8133, 0.0, 0.0115690977837, 0.236103167522, 0.170685155643, 5.75460014449, 7.07561803085
normal, owned, 5, Select, Yes, 2.5888, 0.0, 0.17171965933, 0.156116259797, 0.18541839278, 18.908871152, 7.30410659455
normal, by, 2, Select, Yes, 0.6804, 0.0, 0.00263864481161, 0.0811870758803, 0.259147163998, 2.35155468444, 3.45613563262
normal, the, 3, Select, Yes, 1.1285, 0.0, 0.0158029338048, 0.132707732744, 0.159512930567, 6.65793196087, 5.89980678854
normal, government, 10, Select, Yes, 4.5304, 0.0, 0.0907739382623, 0.160950358002, 0.118358931328, 30.275612886, 6.68276816308
normal, we, 2, Select, Yes, 0.3818, 0.0, 2.41444272996e-05, 0.137551651804, 0.293703361496, 1.14325361309, 2.99437824277
normal, have, 4, Match, Yes, 1.8254, 0, 0.0444786155589, 0.218461603441, 0.162601783733, 13.019176733, 7.13223224115
normal, enough, 6, Select, Yes, 3.5351, 0.0, 0.062205943762, 0.230505387633, 0.384091387264, 13.5157311482, 3.82329528108
normal, witnesses, 9, Select, Yes, 4.5799, 0.0, 0.177013749757, 0.185576721183, 0.379962951815, 19.6128506294, 4.28237529845
normal, can, 3, Match, Yes, 1.2447, 0, 0.0252928190134, 0.183226458933, 0.306860822923, 9.04788965691, 7.26913284881
normal, we, 2, Match, Yes, 1.5929, 0, 3.35779832418e-06, 0.334839090552, 0.549383502259, 1.16839977407, 0.733504786281
normal, play, 4, Select, Yes, 3.4017, 0.0, 0.00907296595901, 0.245795512286, 0.288671436628, 14.1713222735, 4.16595298631
normal, cards, 5, Select, Yes, 1.7755, 0.0, 0.0104618022583, 0.0408942102993, 0.221282008787, 8.93799430782, 5.03407170252
normal, tonight, 7, Select, Yes, 3.1035, 0.0, 0.0504602799118, 0.167467838686, 0.0133848109811, 14.9525142213, 4.81795206099
normal, he, 2, Select, Yes, 0.7138, 0.0, 0.0200372234438, 0.152533638972, 0.279941478474, 3.61011795684, 5.05760431051
normal, underwent, 9, Select, Yes, 3.4367, 0.0, 0.0697590755046, 0.356497994107, 0.0571240271077, 20.2095476319, 5.88050968426
normal, triple, 6, Select, Yes, 9.2621, 0.0, 0.057270333129, 0.197390425447, 0.118107378995, 16.4145222531, 1.7722246848
normal, bypass, 6, Select, Yes, 9.6602, 0.0, 0.0432493824796, 0.184206354149, 0.428399739444, 15.6292193457, 1.61789811244
normal, surgery, 7, Match, Yes, 3.3531, 0, 0.0462143948449, 0.187977182437, 0.756380351211, 16.5029306318, 4.92169354682
normal, file, 4, Match, Yes, 1.9089, 0, 0.0761779776085, 0.0220722428403, 0.480470084443, 13.5157135215, 7.08036750041
normal, all, 3, Select, Yes, 2.3076, 0.0, 0.0504397036771, 0.10923103038, 0.531287925863, 8.69056278528, 3.76606118274
normal, complaints, 10, Select, Yes, 4.731, 0.0, 0.218248900768, 0.536815740459, 0.196072563486, 33.6929423256, 7.12173796779
normal, in, 2, Select, Yes, 0.7137, 0.0, 0.0120225080544, 0.0553565056159, 0.361824207074, 2.99933552245, 4.20251579438
normal, writing, 7, Select, Yes, 2.6891, 0.0, 0.0780951134197, 0.12675925014, 0.446933471413, 17.7559313265, 6.60292712301
normal, the, 3, Select, Yes, 1.0458, 0.0, 0.00426594505125, 0.163489414095, 0.148528422829, 5.34614233395, 5.11201217628
normal, kids, 4, Match, Yes, 8.8799, 0, 0.00945265796379, 0.110110794516, 0.233375515639, 6.94036566159, 0.781581511232
normal, are, 3, Select, Yes, 8.1321, 0.0, 0.00651183402405, 0.289679767153, 0.0975525160157, 4.16973165988, 0.51274967842
normal, very, 4, Select, Yes, 1.3608, 0.0, 0.00663301950752, 0.226517141181, 0.259640775667, 5.77544293662, 4.24415265771
normal, excited, 7, Select, Yes, 2.7554, 0.0, 0.0237898950049, 0.197064319581, 0.166378012129, 14.6790717381, 5.32738322498
normal, make, 4, Select, Yes, 2.174, 0.0, 0.0469741276257, 0.291491772103, 0.394337520682, 17.3651995868, 7.98767230304
normal, up, 2, Select, Yes, 0.4979, 0.0, 8.32712920307e-07, 0.122994536045, 0.476830837279, 3.44437976284, 6.91781434593
normal, a, 1, Select, Yes, 0.1493, 0.0, 5.27355936697e-17, 0.166478809053, 0.0840045564576, 0.0983080634514, 0.658459902554
normal, few, 3, Select, Yes, 0.6804, 0.0, 0.000552956454851, 0.0999784362, 0.101562742032, 2.96682965025, 4.36041982694
normal, more, 4, Select, Yes, 1.0455, 0.0, 0.012122024855, 0.188493448165, 0.335208192287, 7.90974954059, 7.56551845107
normal, phrases, 7, Select, Yes, 2.9207, 0.0, 0.115151155735, 0.330782257992, 0.261647757661, 13.593082749, 4.65404962815
normal, a, 1, Select, Yes, 0.2157, 0.0, 1.90591293667e-05, 0.129261263946, 0.223700582266, 0.0988831481281, 0.458429059472
normal, dog, 3, Select, Yes, 8.7126, 0.0, 0.0423930198722, 0.242464256607, 0.173697158736, 9.92467895961, 1.13911793949
normal, is, 2, Select, Yes, 6.8203, 0.0, 0.00520809600496, 0.27761975708, 0.258729874958, 5.67093172496, 0.83147834039
normal, the, 3, Select, Yes, 1.1948, 0.0, 0.00905360860084, 0.151987745467, 0.14415888307, 5.66382142641, 4.74039289121
