technique, word, len, class, correct, tapping_durations, selection_durations, point_distance, gesture_length
baseline, over, 4, Select, Yes, 2.3892, 1.2942, 0.273708768883, 7.07031094298
baseline, there, 5, Select, Yes, 2.771, 0.9292, 0.261521927401, 6.41255924713
baseline, reading, 7, Select, Yes, 4.1806, 1.0451, 0.232214021918, 13.8164851671
baseline, week, 4, Select, Yes, 4.0817, 1.0118, 0.289923755509, 7.13393320119
baseline, is, 2, Select, Yes, 0.8959, 0.9289, 0.122368648078, 5.56731656159
baseline, just, 4, Select, Yes, 2.4054, 0.8626, 0.191361645418, 7.73285976412
baseline, about, 5, Select, Yes, 3.2514, 1.1115, 0.396252021779, 10.4742656725
baseline, here, 4, Select, Yes, 2.1399, 0.7466, 0.329740538927, 4.81372045601
baseline, please, 6, Select, Yes, 3.5657, 1.128, 0.295751872893, 11.8422587794
baseline, provide, 7, Select, Yes, 4.7935, 2.173, 0.40304060465, 21.1450507472
baseline, your, 4, Select, Yes, 2.09, 1.0117, 0.216067032218, 7.80187039973
baseline, date, 4, Select, Yes, 1.9073, 0.7961, 0.207462121501, 8.5748398858
baseline, of, 2, Select, Yes, 0.7132, 0.9782, 0.634767350134, 3.38916113867
baseline, birth, 5, Select, Yes, 3.2012, 1.1943, 0.306044048664, 8.94770944443
baseline, do, 2, Select, Yes, 1.67478, 0.74621, 0.394557351461, 5.38376220361
baseline, not, 3, Select, Yes, 1.19374, 1.50862, 0.286032286958, 5.97605318636
baseline, feel, 4, Select, No, 1.92321, 1.19388, 1.80505775942, 7.9924646181
baseline, too, 3, Select, Yes, 0.8955, 1.04454, 0.371543174553, 3.8974215191
baseline, bad, 3, Select, Yes, 1.70784, 1.14406, 0.202189222819, 6.12730832963
baseline, about, 5, Select, Yes, 3.84727, 0.81248, 0.400434430446, 11.1715600405
baseline, it, 2, Select, Yes, 0.63005, 1.04453, 0.275617899149, 2.81669306263
baseline, we, 2, Select, Yes, 0.39791, 2.43767, 0.237179304592, 0.638801362123
baseline, missed, 6, Select, Yes, 4.41131, 0.91202, 0.400155490495, 8.28383625446
baseline, your, 4, Select, Yes, 2.03942, 0.76265, 0.19308477927, 8.56379077726
baseline, birthday, 8, Select, Yes, 4.17839, 0.77913, 0.299708096013, 16.757639344
baseline, the, 3, Select, Yes, 1.7575, 1.8236, 0.275109501645, 5.3114837002
baseline, assignment, 10, Select, Yes, 8.5056, 1.4424, 0.5183507992, 20.334210774
baseline, is, 2, Select, Yes, 0.7128, 0.7794, 0.505204508915, 4.63618429539
baseline, due, 3, Select, Yes, 1.1112, 0.7792, 0.390049568295, 6.13181957791
baseline, today, 5, Select, Yes, 2.4542, 0.8291, 0.42135929946, 13.2295298044
baseline, longer, 6, Select, Yes, 2.703, 2.1058, 0.33002495126, 7.27569165812
baseline, than, 4, Select, Yes, 1.7742, 1.6911, 0.48867957705, 9.23157102707
baseline, a, 1, Select, Yes, 0.0, 0.7957, 0.461144036068, 0
baseline, football, 8, Select, Yes, 3.9296, 1.4592, 0.261638028856, 22.2527265421
baseline, field, 5, Select, Yes, 2.4542, 0.7297, 0.464810492179, 17.4490789127
baseline, our, 3, Select, Yes, 1.2269, 2.0228, 0.290876368292, 5.17770429758
baseline, silver, 6, Select, Yes, 3.1667, 0.8789, 0.58662564837, 12.1603538274
baseline, anniversary, 11, Select, Yes, 5.769, 1.6741, 0.34775395949, 21.4159248159
baseline, is, 2, Select, Yes, 0.6796, 0.6962, 0.507822534572, 5.42289188624
baseline, coming, 6, Select, Yes, 2.9176, 0.9117, 0.343440595144, 11.6303973427
baseline, for, 3, Select, Yes, 1.3591, 1.0112, 0.263864232076, 9.83812799491
baseline, murder, 6, Select, Yes, 2.3042, 0.8287, 0.332747531599, 7.01083292346
baseline, you, 3, Select, Yes, 1.1274, 1.2267, 0.373761020368, 4.80905181038
baseline, get, 3, Select, Yes, 1.1605, 0.9613, 0.443527999507, 2.53035253262
baseline, a, 1, Select, Yes, 0.0, 0.6798, 0.303990339873, 0
baseline, long, 4, Select, Yes, 1.5084, 0.8786, 0.589818028796, 5.07005927126
baseline, prison, 6, Select, Yes, 3.232, 1.3759, 0.405584377362, 23.0937368643
baseline, sentence, 8, Select, Yes, 4.2267, 0.9117, 0.638217237282, 18.844733714
baseline, reading, 7, Select, Yes, 2.8841, 1.4754, 0.427051832273, 12.0736254274
baseline, week, 4, Select, Yes, 1.4422, 1.3925, 0.172676577006, 6.63599457456
baseline, is, 2, Select, Yes, 0.6799, 0.6962, 0.406586494189, 5.38333716988
baseline, just, 4, Select, Yes, 1.4588, 0.8617, 0.457149434335, 6.40676977471
baseline, about, 5, Select, Yes, 2.0057, 1.1605, 0.62621168149, 9.87608808857
baseline, here, 4, Select, Yes, 1.3925, 0.6797, 0.273317128355, 4.07343248302
baseline, a, 1, Select, Yes, 0.0, 1.1603, 0.149730803501, 0
baseline, very, 4, Select, No, 1.4089, 0.8289, 0.338562569593, 4.98029812116
baseline, traditional, 11, Select, Yes, 6.7628, 2.7352, 0.694357610439, 29.246198761
baseline, way, 3, Select, Yes, 1.0776, 0.9946, 0.307251686515, 4.8755599839
baseline, to, 2, Select, Yes, 0.5139, 1.3425, 0.380803375144, 4.72987462028
baseline, dress, 5, Select, Yes, 1.2432, 1.8069, 0.291439079246, 2.18149082642
baseline, get, 3, Select, Yes, 0.9447, 1.409, 0.373699772495, 3.22118819285
baseline, aboard, 6, Select, Yes, 2.5692, 1.3921, 0.474785659448, 15.8198394228
baseline, the, 3, Select, Yes, 0.8951, 1.1934, 0.344982782524, 3.95821513445
baseline, ship, 4, Select, Yes, 1.1768, 0.7955, 0.536868667387, 6.67289571135
baseline, is, 2, Select, Yes, 0.5801, 0.7789, 0.339602607252, 5.03909493716
baseline, leaving, 7, Select, Yes, 3.0163, 0.7955, 0.447291300653, 17.9044041667
baseline, an, 2, Select, Yes, 1.5411, 1.5247, 0.324132214168, 4.94603437871
baseline, airport, 7, Select, Yes, 3.9112, 1.2927, 0.508041523232, 21.0981686963
baseline, is, 2, Select, Yes, 0.6793, 0.6631, 0.273121883369, 5.10995056314
baseline, a, 1, Select, Yes, 0.0, 1.0608, 0.596402963817, 0
baseline, very, 4, Select, Yes, 1.2596, 0.9282, 0.353283682002, 5.17072026866
baseline, busy, 4, Select, Yes, 1.475, 0.6463, 0.540362411231, 7.70722457596
baseline, place, 5, Select, Yes, 2.1048, 0.8285, 0.580482911732, 11.5284941968
baseline, my, 2, Select, Yes, 0.5303, 1.0937, 0.281828358892, 2.46805265862
baseline, favorite, 8, Select, Yes, 3.4144, 0.9281, 0.918842359369, 16.0439259904
baseline, subject, 7, Select, Yes, 3.1493, 1.0775, 0.496664657669, 14.4396068519
baseline, is, 2, Select, Yes, 0.663, 0.8454, 0.0718263404374, 5.71955659012
baseline, psychology, 10, Select, Yes, 5.1372, 2.5522, 0.583881679795, 20.0003278449
baseline, for, 3, Select, Yes, 0.9117, 0.7458, 0.530977912457, 8.20244788346
baseline, your, 4, Select, Yes, 1.906, 0.6464, 0.612780213323, 7.38285190604
baseline, information, 11, Select, Yes, 5.7348, 2.1379, 0.548276932768, 31.4375803811
baseline, only, 4, Select, Yes, 1.4752, 0.9282, 0.556049096852, 7.77736120685
dwell, gospel, 6, Undo, No, 6.8844, 0.5804, 0.336889901512, 31.9947002058
dwell, sounds, 6, Undo, No, 5.1252, 1.0615, 0.249246940566, 13.9994650577
dwell, can, 3, Undo, No, 2.5197, 0.5141, 0.169716276768, 8.96806239488
dwell, we, 2, Click, Yes, 1.1283, 1.0781, 0.348168113234, 0.492976001226
dwell, better, 6, Select, Yes, 4.3634, 1.062, 0.182094140614, 8.0962224942
dwell, investigate, 11, Select, Yes, 9.9379, 1.5762, 0.180903398231, 24.203009588
dwell, this, 4, Select, Yes, 2.953, 1.1115, 0.177840775911, 8.80968406371
dwell, communicate, 11, Click, Yes, 11.033, 2.5222, 0.159507852438, 25.9882690287
dwell, through, 7, Click, Yes, 5.9557, 0.9632, 0.256161174213, 13.1229159511
dwell, email, 5, Click, Yes, 4.5626, 0.8796, 0.260256334017, 18.8503014059
dwell, healthy, 7, Click, Yes, 5.6745, 1.3439, 0.240388258867, 20.4558249576
dwell, food, 4, Select, Yes, 3.0527, 2.4389, 0.398003373353, 9.12993637466
dwell, is, 2, Select, Yes, 1.344, 1.0621, 0.319852289655, 4.97867390572
dwell, good, 4, Select, Yes, 2.8539, 1.0454, 0.157019270891, 9.36654257945
dwell, for, 3, Select, Yes, 3.1854, 0.8627, 0.410378262751, 9.82733906487
dwell, you, 3, Select, Yes, 2.0076, 1.1279, 0.166175818038, 4.45706956144
dwell, sing, 4, Select, Yes, 3.2182, 1.6589, 0.218030286065, 9.13471833151
dwell, the, 3, Select, Yes, 2.1733, 0.9952, 0.168669423504, 4.99195386035
dwell, gospel, 6, Click, No, 5.8225, 1.0285, 0.313061152489, 29.0228080399
dwell, and, 3, Select, Yes, 6.2373, 1.3438, 0.18688696388, 8.85513559526
dwell, the, 3, Select, Yes, 2.074, 0.9291, 0.248939001079, 5.30557631711
dwell, blues, 5, Click, Yes, 4.5451, 2.7535, 0.200540146761, 11.1694075204
dwell, quit, 4, Click, Yes, 3.036, 1.1612, 0.233801554117, 9.48110509296
dwell, while, 5, Click, Yes, 4.4455, 1.0784, 0.269191855242, 14.4237487479
dwell, you, 3, Click, Yes, 1.7081, 1.0618, 0.336362430204, 4.92898001342
dwell, are, 3, Click, Yes, 1.7582, 1.0118, 0.196194318556, 3.41189941779
dwell, ahead, 5, Click, Yes, 4.1635, 0.9787, 0.21649749934, 11.4334546849
dwell, the, 3, Click, Yes, 2.0068, 1.1942, 0.223245831038, 5.35527156455
dwell, music, 5, Click, Yes, 4.6107, 0.7629, 0.205047841893, 16.0078266305
dwell, is, 2, Click, Yes, 1.1942, 1.0946, 0.422075640396, 4.80229142459
dwell, better, 6, Click, Yes, 4.5114, 1.1942, 0.199593974689, 7.90357347933
dwell, than, 4, Click, Yes, 2.9026, 0.9125, 0.225453530481, 11.5274906267
dwell, it, 2, Click, Yes, 0.846, 1.2936, 0.258902791886, 2.51270781975
dwell, sounds, 6, Click, Yes, 4.6269, 1.0615, 0.14398207327, 14.7036764873
dwell, elections, 9, Click, Yes, 9.4035, 1.2607, 0.268548083806, 28.6576138519
dwell, bring, 5, Click, Yes, 3.9471, 0.9951, 0.179992185299, 10.0335813591
dwell, out, 3, Click, Yes, 1.7912, 1.0117, 0.148855308796, 3.78191484999
dwell, the, 3, Click, Yes, 2.0894, 0.9952, 0.178620138727, 5.21801777351
dwell, best, 4, Click, Yes, 2.9682, 0.995, 0.174236411465, 6.99143372246
dwell, life, 4, Click, Yes, 2.9016, 1.0613, 0.280598969142, 6.92336939464
dwell, is, 2, Click, Yes, 1.2272, 0.9119, 0.245621169795, 5.36688627959
dwell, but, 3, Click, Yes, 1.9401, 0.8125, 0.250560838217, 4.13114117682
dwell, a, 1, Click, Yes, 0.0, 1.2107, 0.0786952697181, 0
dwell, dream, 5, Click, Yes, 3.7641, 0.912, 0.228326740449, 9.55443498366
dwell, jumping, 7, Click, Yes, 5.0892, 0.8619, 0.191567908632, 11.9666576753
dwell, right, 5, Click, Yes, 4.3599, 1.0445, 0.257654726181, 8.93345270272
dwell, out, 3, Click, Yes, 1.8069, 0.9117, 0.26533545829, 3.55311962361
dwell, of, 2, Select, Yes, 1.1604, 2.2052, 0.527528086321, 3.63675575732
dwell, the, 3, Click, Yes, 2.4539, 1.3095, 0.306882387705, 5.3000815788
dwell, water, 5, Click, Yes, 3.664, 0.9119, 0.206061721278, 8.01696768011
dwell, please, 6, Click, Yes, 4.5263, 1.0279, 0.206772598479, 11.154972217
dwell, try, 3, Click, Yes, 1.7077, 1.0441, 0.139281581079, 2.49421615185
dwell, to, 2, Click, Yes, 0.9616, 1.2434, 0.151522402554, 3.70613011546
dwell, be, 2, Select, Yes, 1.227, 0.9451, 0.301645248706, 3.4803995401
dwell, home, 4, Select, Yes, 2.8349, 1.0609, 0.260202898885, 9.49781104544
dwell, before, 6, Click, Yes, 4.9237, 0.9613, 0.26339462672, 14.4237763272
dwell, midnight, 8, Click, Yes, 6.5145, 1.1107, 0.197832809382, 16.0403792454
dwell, sit, 3, Click, Yes, 2.3373, 0.8785, 0.117252680947, 8.29929829226
dwell, at, 2, Click, Yes, 3.7296, 0.9118, 0.213930777394, 3.73938017853
dwell, the, 3, Click, Yes, 1.9232, 0.9116, 0.145482388509, 5.37522810405
dwell, front, 5, Click, Yes, 3.6634, 0.8787, 0.226579658631, 10.714231763
dwell, of, 2, Click, Yes, 0.8787, 0.829, 0.180914062906, 4.2488918581
dwell, the, 3, Click, Yes, 1.7241, 1.2267, 0.212931439675, 4.84217588753
dwell, bus, 3, Click, Yes, 2.0555, 0.9946, 0.297135160096, 5.79038570551
dwell, file, 4, Click, Yes, 3.1667, 1.1767, 0.243181052841, 12.1532943947
dwell, all, 3, Click, Yes, 2.1221, 1.2264, 0.282773997869, 8.120797243
dwell, complaints, 10, Click, Yes, 9.3808, 0.862, 0.169097056498, 32.0695043492
dwell, in, 2, Click, Yes, 0.928, 0.7625, 0.178669114472, 2.13815434851
dwell, writing, 7, Click, Yes, 7.6413, 0.8123, 0.215280216112, 15.1005340586
dwell, every, 5, Click, Yes, 3.4972, 0.9778, 0.379786851109, 7.02952092883
dwell, apple, 5, Click, Yes, 3.945, 0.9779, 0.133908225967, 16.448845915
dwell, from, 4, Click, Yes, 2.6355, 0.8783, 0.21098399728, 7.88637951106
dwell, every, 5, Click, Yes, 3.6136, 0.9779, 0.273129483211, 7.938220225
dwell, tree, 4, Click, Yes, 2.3536, 1.0442, 0.281900356825, 1.68684552427
dwell, learn, 5, Click, Yes, 4.1112, 0.9116, 0.277278196385, 13.6002119054
dwell, to, 2, Click, Yes, 1.0113, 0.9945, 0.197959988518, 3.76920537379
dwell, walk, 4, Click, Yes, 2.7849, 1.2266, 0.233356336355, 10.8516359732
dwell, before, 6, Click, Yes, 5.3698, 1.1933, 0.258952523477, 14.6349200399
dwell, you, 3, Click, Yes, 1.9559, 1.2762, 0.128593497314, 5.31478111299
dwell, run, 3, Click, Yes, 1.8897, 0.9779, 0.18861687185, 5.15680204174
dwell, where, 5, Click, Yes, 3.8791, 1.094, 0.121776062693, 10.0846022397
dwell, can, 3, Click, Yes, 1.7737, 0.9945, 0.161511174489, 7.83481543517
dwell, my, 2, Click, Yes, 1.0443, 0.862, 0.242973532656, 2.96781149243
dwell, little, 6, Click, Yes, 5.2877, 1.0776, 0.249031744403, 15.5605009149
dwell, dog, 3, Click, Yes, 2.2049, 0.8786, 0.159053078109, 8.85555429119
dwell, be, 2, Click, Yes, 1.0114, 0.879, 0.139099198844, 3.36249273295
dwell, did, 3, Click, Yes, 2.702, 0.994, 0.367049335779, 7.9283713053
dwell, you, 3, Click, Yes, 2.105, 0.862, 0.190471553917, 5.15126684195
dwell, have, 4, Click, Yes, 3.763, 1.193, 0.353603132425, 10.3584482192
dwell, a, 1, Click, Yes, 0.0, 0.962, 0.155952264084, 0
dwell, good, 4, Click, Yes, 3.134, 0.961, 0.169220584594, 9.0918931918
dwell, time, 4, Click, Yes, 2.934, 0.846, 0.140675532494, 10.388857745
dwell, valid, 5, Click, Yes, 4.246, 0.928, 0.106870946513, 18.1781771917
dwell, until, 5, Click, Yes, 3.914, 1.012, 0.0908711055441, 9.44126940511
dwell, the, 3, Click, Yes, 1.891, 0.962, 0.103489730109, 5.39433091322
dwell, end, 3, Click, Yes, 2.006, 0.912, 0.272868067801, 7.25777822896
dwell, of, 2, Click, Yes, 1.078, 0.762, 0.0927150894008, 4.50922321746
dwell, the, 3, Click, Yes, 1.609, 0.845, 0.18748651265, 4.85555541539
dwell, year, 4, Click, Yes, 2.604, 0.929, 0.203795846745, 7.35946104467
dwell, teaching, 8, Click, Yes, 5.986, 0.995, 0.178440744962, 14.6354952675
dwell, services, 8, Click, Yes, 5.886, 1.028, 0.210479250887, 15.3548907122
dwell, will, 4, Click, Yes, 2.984, 0.913, 0.104803089035, 7.88393140371
dwell, help, 4, Click, Yes, 2.885, 1.028, 0.134498268489, 11.4564621924
dwell, a, 1, Click, Yes, 0.0, 0.978, 0.242466724779, 0
dwell, picture, 7, Click, Yes, 5.504, 0.862, 0.161710174846, 14.0163015212
dwell, is, 2, Click, Yes, 1.028, 0.862, 0.0829038743612, 5.43151136523
dwell, worth, 5, Click, Yes, 3.978, 0.995, 0.235176508988, 14.7131095838
dwell, many, 4, Click, Yes, 3.465, 0.879, 0.165348371105, 14.4433539644
dwell, words, 5, Click, Yes, 3.879, 0.962, 0.15121820093, 14.2765891545
dwell, come, 4, Click, Yes, 2.852, 0.845, 0.146497498873, 12.7203261398
dwell, and, 3, Click, Yes, 1.923, 0.779, 0.179240134685, 9.71601451017
dwell, see, 3, Click, Yes, 1.526, 0.845, 0.141591482871, 1.01340183834
dwell, our, 3, Click, Yes, 1.724, 0.945, 0.108917105323, 5.06938777187
dwell, new, 3, Click, Yes, 1.84, 1.061, 0.217399937823, 5.30329496455
dwell, car, 3, Click, Yes, 1.973, 1.028, 0.232257584445, 5.65078577407
dwell, frequently, 10, Click, Yes, 9.019, 1.027, 0.160497518064, 29.1445718697
dwell, asked, 5, Click, Yes, 3.1, 0.796, 0.206931933277, 13.2963748907
dwell, questions, 9, Click, Yes, 8.522, 0.828, 0.171484027498, 24.4051636901
dwell, physics, 7, Click, Yes, 7.378, 0.895, 0.182616510225, 19.6825795816
dwell, and, 3, Click, Yes, 2.222, 0.829, 0.113425531251, 9.34929677109
dwell, chemistry, 9, Click, Yes, 8.323, 0.896, 0.189942409928, 23.9118992351
dwell, are, 3, Click, Yes, 1.691, 1.144, 0.168384838758, 3.88610341853
dwell, hard, 4, Select, Yes, 2.652, 1.028, 0.148348918269, 8.3811075132
dwell, the, 3, Select, Yes, 1.724, 0.845, 0.135915340981, 5.06705551805
dwell, price, 5, Select, Yes, 3.665, 1.11, 0.179315019114, 16.4536235191
dwell, of, 2, Select, Yes, 0.928, 1.26, 0.286840932151, 4.16762297858
dwell, gas, 3, Select, Yes, 1.674, 1.044, 0.334751914612, 4.86658016988
dwell, is, 2, Select, Yes, 0.962, 0.978, 0.175656878362, 5.48317192753
dwell, high, 4, Select, Yes, 2.636, 1.393, 0.171026427122, 5.17073846818
dwell, the, 3, Select, Yes, 1.89, 0.697, 0.223178497309, 5.12678447174
dwell, water, 5, Select, Yes, 3.282, 1.111, 0.142698134925, 7.61441118356
dwell, was, 3, Select, Yes, 1.558, 0.763, 0.135450190284, 2.19615041649
dwell, monitored, 9, Select, Yes, 7.693, 1.028, 0.1985461437, 19.4395461501
dwell, daily, 5, Select, Yes, 4.211, 1.342, 0.157757471729, 14.3058966211
dwell, the, 3, Click, Yes, 2.189, 1.426, 0.173262769928, 5.82489205418
dwell, facts, 5, Click, Yes, 3.682, 0.995, 0.176614904865, 9.9083920868
dwell, get, 3, Click, Yes, 1.775, 0.845, 0.142150986411, 4.42680484319
dwell, in, 2, Click, Yes, 0.73, 0.829, 0.301027056434, 1.69079345347
dwell, the, 3, Click, Yes, 2.09, 2.089, 0.291916856853, 5.54586828639
dwell, way, 3, Click, Yes, 1.989, 0.929, 0.283917398258, 5.39056759759
dwell, no, 2, Click, Yes, 0.845, 1.128, 0.190801033577, 2.83291265397
dwell, exchange, 8, Click, Yes, 6.368, 0.829, 0.236438759281, 20.0604045239
dwell, without, 7, Click, Yes, 5.372, 0.812, 0.139793598824, 16.6841392853
dwell, a, 1, Click, Yes, 0.0, 0.912, 0.16299405229, 0
dwell, bill, 4, Click, Yes, 2.669, 1.028, 0.241808309934, 4.51812542455
dwell, get, 3, Click, Yes, 1.891, 0.978, 0.239040919464, 4.53798237921
dwell, rid, 3, Click, Yes, 2.039, 0.746, 0.119338634736, 8.71961855713
dwell, of, 2, Click, Yes, 1.045, 0.829, 0.176619221176, 4.2739247702
dwell, that, 4, Click, Yes, 2.902, 1.128, 0.243039041865, 9.94561865199
dwell, immediately, 11, Click, Yes, 9.834, 0.962, 0.15509461462, 35.946875831
dwell, do, 2, Click, Yes, 0.895, 0.995, 0.183423889253, 5.67419597196
dwell, not, 3, Select, Yes, 1.923, 0.995, 0.103646049016, 6.81375245784
dwell, worry, 5, Click, Yes, 3.88, 1.061, 0.229173991157, 13.9533957193
dwell, about, 5, Click, Yes, 3.548, 0.863, 0.176695694726, 11.695780164
dwell, this, 4, Click, Yes, 2.868, 0.879, 0.167016276983, 8.90923355557
dwell, this, 4, Click, Yes, 2.72, 0.962, 0.24637581437, 8.40467652043
dwell, is, 2, Click, Yes, 0.928, 0.814, 0.105170444134, 5.67420739651
dwell, a, 1, Click, Yes, 0.0, 0.796, 0.110387019137, 0
dwell, very, 4, Click, Yes, 2.521, 0.895, 0.272483842001, 5.79824208863
dwell, good, 4, Click, Yes, 2.637, 0.829, 0.14827796544, 8.95946530347
dwell, idea, 4, Click, Yes, 2.504, 1.095, 0.233704394627, 7.0331928085
dwell, interactions, 12, Click, Yes, 9.551, 0.929, 0.19541729965, 25.221709116
dwell, between, 7, Click, Yes, 5.041, 0.813, 0.183262708805, 13.4247489837
dwell, men, 3, Click, Yes, 2.472, 0.944, 0.224176392383, 8.89584122055
dwell, and, 3, Click, Yes, 2.056, 0.978, 0.171702410198, 9.38207409722
dwell, women, 5, Click, Yes, 3.781, 0.829, 0.241732812743, 18.6509626502
dwell, completely, 10, Click, Yes, 7.71, 0.928, 0.229383723569, 31.2841283249
dwell, sold, 4, Click, Yes, 2.769, 0.928, 0.22367054264, 12.8385545865
dwell, out, 3, Select, Yes, 1.526, 0.995, 0.129267194513, 4.14952971108
dwell, of, 2, Select, Yes, 0.812, 0.961, 0.218792052222, 4.25588988518
dwell, that, 4, Select, Yes, 2.868, 1.028, 0.208084717275, 10.4661705921
dwell, this, 4, Select, Yes, 2.338, 1.21, 0.25630335442, 8.01264895334
dwell, is, 2, Click, Yes, 1.028, 1.028, 0.0868866616666, 5.49444501485
dwell, too, 3, Click, Yes, 1.691, 1.326, 0.231403544719, 4.25554273404
dwell, much, 4, Click, Yes, 2.835, 0.796, 0.236205045005, 8.22349963202
dwell, to, 2, Click, Yes, 0.845, 0.929, 0.272100438817, 3.79194621933
dwell, handle, 6, Click, Yes, 4.924, 0.961, 0.228132413866, 26.5416719973
dwell, for, 3, Select, Yes, 2.223, 0.912, 0.166498691794, 9.31312235947
dwell, your, 4, Click, Yes, 2.687, 0.928, 0.127589004242, 8.54285832257
dwell, information, 11, Click, Yes, 10.083, 0.697, 0.15175304327, 35.8455468403
dwell, only, 4, Select, Yes, 2.504, 1.095, 0.135243279561, 9.18440709803
dwell, all, 3, Click, Yes, 1.874, 1.426, 0.306332005135, 9.31408540651
dwell, together, 8, Click, Yes, 5.936, 1.045, 0.139615604488, 18.0939643104
dwell, in, 2, Click, Yes, 0.879, 0.763, 0.175064379086, 2.04400527472
dwell, one, 3, Click, Yes, 1.807, 0.895, 0.196739629397, 7.2200084443
dwell, big, 3, Click, Yes, 1.708, 0.779, 0.131054053534, 5.05901314238
dwell, pile, 4, Click, Yes, 2.619, 0.846, 0.201797509719, 10.2309011387
dwell, prepare, 7, Click, Yes, 4.975, 0.978, 0.227679418046, 26.6795892762
dwell, for, 3, Click, Yes, 1.874, 0.795, 0.185055247565, 9.5480747734
dwell, the, 3, Click, Yes, 1.609, 1.028, 0.17550076312, 4.87122443577
dwell, exam, 4, Click, Yes, 2.686, 0.747, 0.116436971795, 10.2721239022
dwell, in, 2, Click, Yes, 0.779, 0.813, 0.13927651305, 2.27260281796
dwell, advance, 7, Click, Yes, 6.053, 1.807, 0.161531960417, 18.3377273194
dwell, watch, 5, Click, Yes, 3.316, 1.078, 0.168157987959, 9.32151180592
dwell, out, 3, Click, Yes, 1.675, 0.646, 0.114275932786, 3.96656888497
dwell, for, 3, Click, Yes, 1.907, 0.928, 0.154111386655, 9.29345894943
dwell, low, 3, Click, Yes, 1.641, 1.095, 0.0965786102385, 8.04451501026
dwell, flying, 6, Click, Yes, 4.56, 0.879, 0.119030375713, 13.9315330828
dwell, objects, 7, Click, Yes, 6.367, 1.127, 0.302059331126, 15.3343457481
dwell, this, 4, Click, Yes, 2.818, 1.077, 0.175631549917, 8.72129269148
dwell, leather, 7, Click, Yes, 5.437, 0.995, 0.228923600007, 17.2100871707
dwell, jacket, 6, Click, Yes, 4.675, 2.701, 0.155130246211, 19.870223621
dwell, is, 2, Click, Yes, 1.293, 1.027, 0.0652346237346, 5.52924523328
dwell, too, 3, Click, Yes, 1.906, 0.945, 0.144416818477, 3.9059017651
dwell, warm, 4, Click, Yes, 2.834, 0.713, 0.266308439892, 7.57343529119
dwell, are, 3, Click, Yes, 1.607, 1.011, 0.116925199551, 3.53415597235
dwell, you, 3, Click, Yes, 1.674, 1.044, 0.1953142759, 4.65284027438
dwell, sure, 4, Click, Yes, 2.735, 0.962, 0.164442003691, 8.07687011313
dwell, you, 3, Click, Yes, 1.857, 0.862, 0.151352587252, 5.27415030487
dwell, want, 4, Click, Yes, 2.834, 0.862, 0.201754055673, 9.32033847898
dwell, this, 4, Click, Yes, 2.719, 0.745, 0.116199438593, 8.73066663163
dwell, get, 3, Click, Yes, 1.873, 0.795, 0.178164098432, 4.73153845097
dwell, aboard, 6, Click, Yes, 4.607, 0.862, 0.202638468133, 18.6669883412
dwell, the, 3, Click, Yes, 1.674, 0.812, 0.133775942694, 5.11609903455
dwell, ship, 4, Click, Yes, 2.337, 0.995, 0.163279350469, 7.45563213885
dwell, is, 2, Click, Yes, 1.193, 0.862, 0.301068324955, 5.29606344799
dwell, leaving, 7, Click, Yes, 5.221, 0.994, 0.149604967273, 19.3265239043
dwell, find, 4, Click, Yes, 3.298, 2.039, 0.155927409321, 9.54143582056
dwell, a, 1, Click, Yes, 0.0, 1.094, 0.32681533761, 0
dwell, nearby, 6, Click, Yes, 4.957, 0.878, 0.226413583229, 13.6458364658
dwell, parking, 7, Click, Yes, 5.603, 0.878, 0.189381959477, 20.3745043219
dwell, spot, 4, Click, Yes, 3.166, 0.928, 0.328289941595, 12.3467975852
dwell, just, 4, Click, Yes, 3.018, 1.094, 0.175980164184, 8.17917915827
dwell, what, 4, Click, Yes, 3.084, 0.978, 0.170104709957, 12.5799754655
dwell, the, 3, Click, Yes, 1.857, 0.879, 0.243650876726, 4.85819592718
dwell, doctor, 6, Select, Yes, 4.891, 1.045, 0.238082949302, 20.4185810759
dwell, ordered, 7, Click, Yes, 6.15, 0.979, 0.143686681697, 10.2334326943
dwell, never, 5, Click, Yes, 3.432, 0.895, 0.31268519005, 9.43909339316
dwell, mix, 3, Click, Yes, 1.907, 0.613, 0.151909215227, 7.14299748091
dwell, religion, 8, Click, Yes, 6.715, 0.928, 0.17619405898, 18.216762328
dwell, and, 3, Click, Yes, 1.939, 0.912, 0.265338608309, 8.30704683122
dwell, politics, 8, Click, Yes, 6.4, 0.845, 0.181919665324, 15.2113258561
dwell, that, 4, Click, Yes, 2.868, 1.509, 0.236515571624, 9.31684656675
dwell, is, 2, Click, Yes, 0.995, 0.979, 0.123544723241, 5.37300330903
dwell, a, 1, Click, Yes, 0.0, 0.945, 0.127505432877, 0
dwell, very, 4, Click, Yes, 2.786, 0.879, 0.203220186106, 5.40947774719
dwell, odd, 3, Click, Yes, 1.691, 0.895, 0.212900429976, 5.60257576767
dwell, question, 8, Click, Yes, 6.648, 0.895, 0.202509922078, 19.2808943848
dwell, a, 1, Click, Yes, 0.0, 0.978, 0.0785507162592, 0
dwell, much, 4, Click, Yes, 2.669, 0.896, 0.122059684178, 8.11026184598
dwell, higher, 6, Click, Yes, 4.211, 0.945, 0.208660672547, 8.68427734501
