technique, word, len, class, correct, tapping_durations, selection_durations, point_distance, gesture_length
dwell, my, 2, Click, Yes, 1.045, 1.261, 0.420250120743, 2.47358666083
dwell, favorite, 8, Click, No, 8.771, 1.708, 1.1763426783, 23.1071898793
dwell, subject, 7, Click, Yes, 10.28, 1.128, 0.214786686322, 17.6065507805
dwell, is, 2, Click, Yes, 1.061, 1.475, 0.319895392588, 5.29686444152
dwell, psychology, 10, Click, Yes, 9.451, 0.0, 0.274838313945, 25.1399668044
dwell, frequently, 10, Click, Yes, 9.982, 0.945, 0.203982543401, 31.2658999746
dwell, asked, 5, Click, Yes, 8.142, 1.127, 0.266232441219, 14.467729994
dwell, questions, 9, Click, No, 9.069, 0.0, 0.238125957148, 25.0246580402
dwell, sent, 4, Click, Yes, 5.604, 1.177, 0.142061537709, 8.20789807128
dwell, this, 4, Click, Yes, 22.416, 0.962, 0.271971360424, 8.51266038797
dwell, by, 2, Click, Yes, 0.928, 0.962, 0.096137772729, 1.98156399662
dwell, registered, 10, Click, Yes, 11.538, 1.36, 0.249337551231, 20.460379499
dwell, mail, 4, Click, Yes, 3.514, 0.0, 0.294847312653, 14.6806154201
dwell, fall, 4, Click, Yes, 2.917, 0.929, 0.226189027715, 10.9018848053
dwell, is, 2, Click, Yes, 1.327, 0.912, 0.464247329199, 5.37763027822
dwell, my, 2, Click, Yes, 1.078, 0.895, 0.333305040384, 3.23798355438
dwell, favorite, 8, Click, Yes, 7.76, 1.028, 0.259030534186, 23.6939288419
dwell, season, 6, Click, Yes, 7.859, 0.0, 0.243092924502, 13.6251684208
dwell, all, 3, Click, Yes, 2.072, 1.077, 0.0659116095925, 8.13218470223
dwell, together, 8, Click, Yes, 15.152, 1.061, 0.324954233756, 19.9117740536
dwell, in, 2, Click, Yes, 1.342, 0.813, 0.282882463071, 2.27439029291
dwell, one, 3, Click, Yes, 2.254, 1.161, 0.377169300091, 6.55000246925
dwell, big, 3, Click, Yes, 1.873, 1.127, 0.128033851186, 4.98162361449
dwell, pile, 4, Click, Yes, 4.608, 0.0, 0.295443616172, 10.6588480849
dwell, they, 4, Click, Yes, 3.268, 1.145, 0.333496369572, 8.44458123528
dwell, might, 5, Click, Yes, 3.883, 1.032, 0.17669787309, 8.23842270381
dwell, find, 4, Click, Yes, 3.451, 0.945, 0.261275305535, 8.79955492799
dwell, your, 4, Click, Yes, 3.052, 0.979, 0.301782703686, 8.14188951344
dwell, comment, 7, Click, Yes, 6.305, 1.028, 0.296827969032, 18.6592923255
dwell, offensive, 9, Click, Yes, 8.693, 0.0, 0.199067875701, 26.4682921641
dwell, the, 3, Click, Yes, 1.824, 0.979, 0.185353185166, 5.39945341868
dwell, cream, 5, Click, No, 3.899, 1.161, 0.309798243074, 10.6387890487
dwell, rises, 5, Click, Yes, 6.121, 1.061, 0.305624834272, 12.4361457771
dwell, to, 2, Click, Yes, 0.996, 0.945, 0.0796772767771, 4.02251759933
dwell, the, 3, Click, Yes, 2.306, 0.945, 0.178249734167, 5.89898176989
dwell, top, 3, Click, Yes, 1.857, 0.0, 0.203229384241, 4.91388043562
dwell, please, 6, Click, Yes, 5.823, 1.277, 0.185289388073, 12.5799188963
dwell, follow, 6, Click, Yes, 4.859, 1.029, 0.222041694053, 13.637314131
dwell, the, 3, Click, Yes, 1.891, 1.045, 0.115974423643, 5.49086868458
dwell, guidelines, 10, Click, Yes, 11.777, 0.0, 0.281926295704, 21.6476175619
dwell, nothing, 7, Click, Yes, 6.087, 0.779, 0.170561871432, 14.915758862
dwell, wrong, 5, Click, Yes, 4.179, 0.996, 0.158294923848, 11.2814766956
dwell, with, 4, Click, Yes, 3.167, 0.979, 0.24830354197, 10.1846741539
dwell, his, 3, Click, Yes, 1.891, 0.945, 0.170688964519, 7.07284708553
dwell, style, 5, Click, Yes, 4.246, 0.0, 0.36697266637, 12.4183034099
dwell, a, 1, Click, Yes, 0.0, 1.194, 0.353368684931, 0
dwell, problem, 7, Click, Yes, 7.281, 1.045, 0.226991103439, 31.2898215638
dwell, with, 4, Click, Yes, 3.035, 1.51, 0.274568458006, 10.3371994508
dwell, the, 3, Click, Yes, 2.057, 1.145, 0.11264088808, 5.77650317338
dwell, engine, 6, Click, Yes, 6.038, 0.0, 0.19604973677, 15.9869003474
dwell, you, 3, Click, Yes, 1.759, 1.244, 0.11936522319, 5.22615038483
dwell, want, 4, Click, Yes, 5.292, 1.178, 0.127418532512, 9.50967807347
dwell, to, 2, Click, Yes, 1.294, 0.879, 0.160597071434, 3.955488634
dwell, eat, 3, Click, Yes, 1.908, 0.995, 0.250471511212, 5.76786548651
dwell, your, 4, Click, Yes, 2.621, 0.962, 0.190534705812, 8.63226845769
