word, len, perform_time, word_time
would, 5, 2.00981, 2.00981
you, 3, 0.81475, 1.46139
like, 4, 1.09288, 1.99503
to, 2, 6.88926, 7.60829
come, 4, 6.77261, 2.59287
to, 2, 2.1428, 3.20665
my, 2, 1.42192, 1.36121
house, 5, 2.08042, 2.99918
consequences, 12, 7.99133, 7.99133
of, 2, 1.90818, 3.00166
a, 1, 0.82779, 0.76968
wrong, 5, 1.7511, 2.92542
turn, 4, 1.79073, 2.9929
rate=14.9576858798, err=0.0769230769231
