user, technique, session, word, len, class, correct, dwell_duration, gesture_durations, selection_durations, sample_distance, start_distance, end_distance, gesture_length, gesture_speed
lyq, normal, 5, to, 2, Match, Yes, 1.243, 0.597, 0, 0.374366909495, 0.0137818041272, 0.200241774675, 4.88036652442, 8.17481829887
lyq, normal, 5, visit, 5, Match, Yes, 1.078, 2.072, 0, 0.555621978083, 0.283740122163, 0.372560364909, 20.3303007348, 9.81192120403
lyq, normal, 5, watch, 5, Match, Yes, 0, 1.873, 0, 0.470910684683, 0.213633587034, 0.408377822721, 9.79395140587, 5.22901836939
lyq, normal, 5, out, 3, Match, Yes, 0.962, 0.497, 0, 0.292868578972, 0.175441665533, 0.400491124277, 4.411325594, 8.87590662776
lyq, normal, 5, for, 3, Match, Yes, 0.68, 0.994, 0, 0.288176092288, 0.500160043403, 0.0434822456872, 8.72613115624, 8.77880398012
lyq, normal, 5, low, 3, Match, Yes, 1.144, 1.227, 0, 0.791469969227, 0.339739937305, 1.19766652249, 9.65975111236, 7.87265779329
lyq, normal, 5, flying, 6, Select, Yes, 1.823, 2.852, 1.74, 1.17933518817, 0.292730244807, 0.233726870723, 18.32797003, 6.42635695302
lyq, normal, 5, objects, 7, Match, Yes, 0.78, 3.398, 0, 0.286402630078, 0.0433359716633, 0.286707885739, 16.4531061075, 4.84199708874
lyq, normal, 6, my, 2, Match, Yes, 0, 0.448, 0, 0.168039072065, 0.156370513493, 0.0187012010309, 3.12581122524, 6.9772571992
lyq, normal, 6, favorite, 8, Match, Yes, 0.845, 3.199, 0, 0.557008178737, 0.0861732422797, 0.414056799051, 27.2935534866, 8.53190168383
lyq, normal, 6, subject, 7, Match, Yes, 0.978, 2.72, 0, 0.378194550176, 0.321379846613, 0.101583948186, 17.9968610087, 6.61649301789
lyq, normal, 6, is, 2, Select, Yes, 0.862, 0.63, 1.69, 0.378522784187, 0.411933439299, 0.133957171223, 5.30023668252, 8.41307409923
lyq, normal, 6, psychology, 10, Match, Yes, 1.045, 4.194, 0, 0.764752006116, 0.382582832111, 0.214175602457, 27.8643174747, 6.64385252138
lyq, normal, 6, my, 2, Match, Yes, 0, 0.431, 0, 0.148792901887, 0.167267798335, 0.369357262281, 2.84916965794, 6.61060245462
lyq, normal, 6, watch, 5, Match, Yes, 1.094, 1.509, 0, 0.523742503208, 0.653460486669, 0.403654718423, 10.8674574913, 7.20176109427
lyq, normal, 6, fell, 4, Select, Yes, 5.521, 1.045, 1.973, 0.692929067921, 0.423959844525, 0.134653325195, 9.52366727271, 9.11355719876
lyq, normal, 6, in, 2, Match, Yes, 1.127, 0.481, 0, 0.253855654514, 0.335898829114, 0.225778454989, 2.46668115966, 5.12823525916
lyq, normal, 6, the, 3, Match, Yes, 1.244, 0.862, 0, 0.202932754683, 0.293650497287, 0.18747075924, 5.26188018241, 6.10426935315
lyq, normal, 6, water, 5, Match, Yes, 0.862, 1.592, 0, 0.426238926308, 0.377190846301, 0.309480906687, 10.1119623854, 6.3517351667
lyq, normal, 6, breathing, 9, Match, Yes, 0, 3.017, 0, 0.427646820564, 0.47326408452, 0.183816957012, 18.249245561, 6.04880529037
lyq, normal, 6, is, 2, Match, Yes, 1.825, 0.779, 0, 0.355065486557, 0.574023947189, 0.260334518134, 4.9482695078, 6.35207895738
lyq, normal, 6, difficult, 9, Match, Yes, 0.613, 4.012, 0, 0.607962886457, 0.59450973183, 0.134050339056, 27.9145276989, 6.95775864877
lyq, normal, 6, elections, 9, Match, Yes, 0, 3.68, 0, 0.425190887223, 0.310605625451, 0.372889689186, 29.1657849774, 7.92548504821
lyq, normal, 6, bring, 5, Match, Yes, 6.234, 1.691, 0, 0.729986613349, 0.641245355773, 0.400972621959, 10.8444619906, 6.41304671238
lyq, normal, 6, out, 3, Select, Yes, 1.21, 0.647, 1.923, 0.390218919109, 0.43889657239, 0.482827517042, 4.19408829606, 6.48236212683
lyq, normal, 6, the, 3, Select, Yes, 0.597, 1.061, 1.459, 0.232952054568, 0.205350597803, 0.306898083234, 5.56890914229, 5.24873623213
lyq, normal, 6, best, 4, Match, Yes, 1.326, 1.243, 0, 0.350708440619, 0.157397837549, 0.311144230782, 7.58286023975, 6.10045071581
lyq, normal, 6, time, 4, Match, Yes, 0, 1.608, 0, 0.224836128265, 0.308983565421, 0.173796268982, 11.027577495, 6.85794620338
lyq, normal, 6, to, 2, Match, Yes, 0.961, 0.531, 0, 0.352936294428, 0.205342571256, 0.419772926765, 4.20852982925, 7.92566822834
lyq, normal, 6, go, 2, Match, Yes, 0.978, 0.597, 0, 0.313495578888, 0.286423168192, 0.328777538564, 3.76949980916, 6.31407003209
lyq, normal, 6, shopping, 8, Match, Yes, 1.591, 2.404, 0, 0.544909812472, 0.135913004988, 0.731173266407, 15.4754857442, 6.43739007661
lyq, normal, 6, elephants, 9, Match, Yes, 0, 5.189, 0, 0.7214446942, 0.597982523077, 0.319413984661, 41.4792095265, 7.99368077212
lyq, normal, 6, are, 3, Match, Yes, 0.878, 0.647, 0, 0.269597758685, 0.300150336125, 0.305252008041, 3.48248367999, 5.38250955176
lyq, normal, 6, afraid, 6, Match, Yes, 1.011, 2.885, 0, 0.599417797633, 0.182340198366, 0.409394443593, 21.410181946, 7.42120691371
lyq, normal, 6, of, 2, Match, Yes, 5.619, 0.63, 0, 0.185906232312, 0.429606070406, 0.256930890327, 4.0671437309, 6.45578369984
lyq, normal, 6, mice, 4, Match, Yes, 6.332, 1.326, 0, 0.32072865161, 0.277099850106, 0.339494296308, 9.46316516486, 7.13662531287
lyq, normal, 6, watch, 5, Match, Yes, 0, 1.525, 0, 0.38466934848, 0.0262500300381, 0.73387824709, 10.8407352336, 7.10867884172
lyq, normal, 6, out, 3, Match, Yes, 1.078, 0.53, 0, 0.36833615734, 0.403111305573, 0.335753480426, 4.13615534079, 7.80406668074
lyq, normal, 6, for, 3, Match, Yes, 0.779, 1.028, 0, 0.241172995046, 0.0924419243093, 0.447513130402, 9.47382713571, 9.21578515147
lyq, normal, 6, low, 3, Match, Yes, 1.127, 1.194, 0, 0.159983873651, 0.103394356833, 0.166744196954, 8.10891703824, 6.79138780422
lyq, normal, 6, flying, 6, Match, Yes, 1.127, 2.586, 0, 0.723454369866, 0.0911737150993, 0.8594095229, 19.0963881916, 7.38452752961
lyq, normal, 6, objects, 7, Match, Yes, 1.326, 2.884, 0, 0.377573241731, 0.0596697590493, 0.353749539446, 17.709024745, 6.14043853848
lyq, normal, 6, prevailing, 10, Match, Yes, 0, 3.797, 0, 0.594024345036, 0.297840229292, 0.31615226442, 30.8688614119, 8.12980284749
lyq, normal, 6, wind, 4, Match, No, 1.226, 1.708, 0, 0.460805270209, 0.121341462304, 0.19745148336, 12.4570388561, 7.29334827641
lyq, normal, 6, from, 4, Match, Yes, 0.712, 1.492, 0, 0.492663654586, 0.346400458714, 0.675685828497, 9.54199608554, 6.39543973562
lyq, normal, 6, the, 3, Match, Yes, 1.758, 0.828, 0, 0.112340427072, 0.168810793118, 0.243392706974, 5.3943608045, 6.51492850785
lyq, normal, 6, east, 4, Match, Yes, 0.481, 0.961, 0, 0.344974162911, 0.0950560900942, 0.466065193159, 7.07816832541, 7.36541969346
lyq, normal, 6, physics, 7, Match, Yes, 0, 2.851, 0, 0.358100752174, 0.282994371289, 0.339145215888, 20.4384402746, 7.1688671605
lyq, normal, 6, and, 3, Match, Yes, 0.513, 1.211, 0, 0.215410781543, 0.180849298707, 0.0920296086268, 9.08096037176, 7.49872863068
lyq, normal, 6, chemistry, 9, Match, Yes, 1.011, 3.348, 0, 0.77015949967, 0.103200356288, 0.261079371389, 26.3938442486, 7.88346602408
lyq, normal, 6, are, 3, Match, Yes, 1.31, 0.613, 0, 0.422501505869, 0.504732135591, 0.423545027473, 3.69521958388, 6.02809067516
lyq, normal, 6, hard, 4, Match, Yes, 0.944, 1.393, 0, 0.513578561284, 0.442273650534, 0.184455200352, 10.0986624962, 7.24957824564
lyq, normal, 6, my, 2, Match, Yes, 0, 0.447, 0, 0.121624159805, 0.262849736941, 0.206436459098, 2.44036156205, 5.45942183905
lyq, normal, 6, favorite, 8, Match, Yes, 0.514, 2.769, 0, 0.319485684671, 0.488963038219, 0.249183000152, 25.9231874534, 9.36193118578
lyq, normal, 6, place, 5, Match, Yes, 1.21, 1.757, 0, 0.593120516474, 0.229248662646, 0.15949731509, 14.7481504775, 8.39393880338
lyq, normal, 6, to, 2, Match, Yes, 1.077, 0.614, 0, 0.347558581174, 0.299997513803, 0.205666282888, 4.31465248576, 7.02712131231
lyq, normal, 6, visit, 5, Match, Yes, 0.994, 2.321, 0, 0.712354292455, 0.480132624971, 0.213656273322, 19.5428859047, 8.42002839497
lyq, normal, 7, my, 2, Match, Yes, 0, 0.481, 0, 0.231578407679, 0.260287377959, 0.283819438112, 2.42483621721, 5.04123953683
lyq, normal, 7, favorite, 8, Match, Yes, 0.431, 2.569, 0, 0.793823893148, 0.628961233264, 0.362630025294, 23.2963217951, 9.06824515185
lyq, normal, 7, place, 5, Select, Yes, 1.276, 1.741, 2.155, 0.794311147752, 0.566232621294, 0.185035894729, 14.2171934683, 8.16610767853
lyq, normal, 7, to, 2, Match, Yes, 0.53, 0.497, 0, 0.319848514338, 0.309630823958, 0.38246518219, 4.17652303516, 8.40346687155
lyq, normal, 7, visit, 5, Match, Yes, 1.161, 1.707, 0, 0.375091585784, 0.315025616789, 0.0509626481259, 16.3229017674, 9.56233261126
lyq, normal, 7, prevailing, 10, Match, Yes, 0, 3.912, 0, 0.801536272152, 0.620194424857, 0.605344969579, 32.4728475236, 8.30083014407
lyq, normal, 7, wind, 4, Match, Yes, 1.094, 1.608, 0, 0.390296349508, 0.190285259135, 0.266289085747, 11.8949326029, 7.39734614608
lyq, normal, 7, from, 4, Match, Yes, 1.458, 1.293, 0, 0.409379384013, 0.300959052318, 0.595701599814, 9.58184818467, 7.41055544058
lyq, normal, 7, the, 3, Match, Yes, 0.929, 0.746, 0, 0.25518854943, 0.301524001806, 0.139927625925, 4.97142536814, 6.66410907257
lyq, normal, 7, east, 4, Select, Yes, 0.961, 0.929, 1.557, 0.331931824218, 0.210494450839, 0.374647541457, 5.3951023423, 5.80742986254
lyq, normal, 7, elections, 9, Match, Yes, 0, 3.465, 0, 0.378796393311, 0.138501160638, 0.309509715673, 29.6554810575, 8.55858039178
lyq, normal, 7, bring, 5, Match, Yes, 1.044, 1.841, 0, 0.371344167545, 0.199446911134, 0.330526209026, 11.4891122345, 6.24069105624
lyq, normal, 7, out, 3, Match, Yes, 1.027, 0.531, 0, 0.154524385169, 0.171337745666, 0.0416209640686, 3.98252280829, 7.50004295347
lyq, normal, 7, the, 3, Match, Yes, 0.596, 0.812, 0, 0.166213130097, 0.198670776938, 0.250455793834, 5.20178288001, 6.40613655173
lyq, normal, 7, best, 4, Select, Yes, 1.028, 1.194, 1.359, 0.454678426603, 0.238193827487, 0.21646589239, 8.50497240751, 7.12309246861
lyq, normal, 7, time, 4, Match, Yes, 0, 1.442, 0, 0.358510827942, 0.288299767305, 0.276587218031, 10.4029315042, 7.21423821373
lyq, normal, 7, to, 2, Select, Yes, 0.812, 0.481, 2.934, 0.551412540727, 0.45915400188, 0.518538098405, 4.13622117924, 8.59921243086
lyq, normal, 7, go, 2, Match, Yes, 0.729, 0.481, 0, 0.295264639171, 0.148484039913, 0.1394680695, 3.7975997378, 7.89521775011
lyq, normal, 7, shopping, 8, Select, Yes, 1.624, 1.923, 1.625, 0.300186491588, 0.408143363201, 0.302009519759, 13.414677814, 6.97591149973
lyq, normal, 7, physics, 7, Match, Yes, 0, 2.719, 0, 0.42571083382, 0.585829021038, 0.254423941493, 19.2941955043, 7.09606307624
lyq, normal, 7, and, 3, Match, Yes, 0.828, 1.012, 0, 0.405969474571, 0.262348826013, 0.392501918551, 9.19114526613, 9.08215935389
lyq, normal, 7, chemistry, 9, Match, Yes, 1.657, 3.398, 0, 0.737405428485, 0.2779373823, 0.322955470974, 25.8859584514, 7.61799836711
lyq, normal, 7, are, 3, Match, Yes, 0.961, 0.713, 0, 0.213835946484, 0.218474941904, 0.289247768704, 4.05871592864, 5.69244870777
lyq, normal, 7, hard, 4, Match, Yes, 1.591, 1.426, 0, 0.351606978664, 0.41020196304, 0.469418281277, 9.87003897278, 6.92148595567
lyq, normal, 7, elephants, 9, Match, Yes, 0, 5.951, 0, 0.815685471692, 0.501767958311, 0.168659282689, 43.6007985623, 7.32663393754
lyq, normal, 7, are, 3, Match, Yes, 0.778, 0.597, 0, 0.174503162413, 0.0616172135446, 0.285554071104, 3.36161059369, 5.63083851539
lyq, normal, 7, afraid, 6, Match, Yes, 0.962, 2.668, 0, 0.468195582413, 0.107128782714, 0.0524883077456, 18.9469856921, 7.1015688501
lyq, normal, 7, of, 2, Match, Yes, 0.564, 0.596, 0, 0.318054971854, 0.218403063005, 0.389938129422, 4.97315276465, 8.34421604808
lyq, normal, 7, mice, 4, Match, Yes, 0.73, 1.194, 0, 0.368285666029, 0.0887158962644, 0.437077720459, 9.10271814821, 7.62371704205
lyq, normal, 7, my, 2, Match, Yes, 0, 0.431, 0, 0.122382074449, 0.0587887849934, 0.166745536462, 2.78639254742, 6.46494790585
lyq, normal, 7, favorite, 8, Match, Yes, 0.465, 3.149, 0, 0.969917426844, 1.05996026203, 0.204234852251, 27.9240819135, 8.86760302113
lyq, normal, 7, subject, 7, Match, Yes, 1.31, 2.686, 0, 0.280563876491, 0.0780253565452, 0.183242684503, 19.0830425265, 7.10463236282
lyq, normal, 7, is, 2, Match, Yes, 0.828, 0.746, 0, 0.391923160625, 0.14896315043, 0.367458819768, 6.04658661188, 8.10534398375
lyq, normal, 7, psychology, 10, Match, Yes, 1.177, 4.095, 0, 0.750129763693, 1.17608057192, 0.355123321819, 28.790024405, 7.03053099024
lyq, normal, 7, watch, 5, Match, Yes, 0, 1.956, 0, 0.362916817706, 0.0347436251707, 0.395386343277, 9.74545382238, 4.982338355
lyq, normal, 7, out, 3, Match, Yes, 1.111, 0.497, 0, 0.127963520543, 0.242465600911, 0.141043561374, 3.83391315234, 7.7141109705
lyq, normal, 7, for, 3, Match, Yes, 1.078, 1.144, 0, 0.145392651153, 0.195698691202, 0.285487081879, 10.0751104293, 8.80691471089
lyq, normal, 7, low, 3, Match, Yes, 1.044, 1.011, 0, 0.45046481125, 0.359317726839, 0.424489174977, 8.16064390224, 8.07185351359
lyq, normal, 7, flying, 6, Match, Yes, 1.144, 2.204, 0, 0.483402215045, 0.122649850102, 0.218060541181, 17.3101286408, 7.85396036335
lyq, normal, 7, objects, 7, Match, Yes, 0.945, 2.868, 0, 0.658648665092, 0.238249130074, 0.122008700858, 19.3214887324, 6.73692075746
lyq, normal, 7, my, 2, Match, Yes, 0, 0.497, 0, 0.203019309515, 0.494298222559, 0.329805478293, 2.12519482354, 4.27604592262
lyq, normal, 7, watch, 5, Match, Yes, 0.696, 1.824, 0, 0.522606702197, 0.738991198453, 0.62472955438, 11.1605014037, 6.118695945
lyq, normal, 7, fell, 4, Match, Yes, 1.674, 1.425, 0, 0.539492848616, 0.146968954225, 0.581430201342, 9.47109385238, 6.64638165079
lyq, normal, 7, in, 2, Match, Yes, 1.492, 0.464, 0, 0.130969115235, 0.0280076830352, 0.156141162417, 2.41146614603, 5.19712531473
lyq, normal, 7, the, 3, Match, Yes, 5.536, 0.813, 0, 0.207571045232, 0.169857237564, 0.241496728032, 5.7868014687, 7.11783698488
lyq, normal, 7, water, 5, Match, Yes, 1.127, 1.856, 0, 0.474376871863, 0.51434596191, 0.384333474895, 11.5780010663, 6.23814712624
lyq, normal, 7, breathing, 9, Match, Yes, 0, 2.652, 0, 0.293791553689, 0.217029556432, 0.241322038109, 15.710598746, 5.92405684239
lyq, normal, 7, is, 2, Match, Yes, 1.011, 0.614, 0, 0.270162129696, 0.540663367378, 0.393358906762, 4.80360333915, 7.82345820709
lyq, normal, 7, difficult, 9, Match, Yes, 0.48, 3.697, 0, 0.769104416068, 0.0815900015688, 0.520438079114, 31.2451034373, 8.451475098
lyq, normal, 8, time, 4, Match, Yes, 0, 1.575, 0, 0.3118987416, 0.0650153220787, 0.262055857834, 10.4220695444, 6.61718701232
lyq, normal, 8, to, 2, Select, Yes, 0.944, 0.63, 1.89, 0.341083230499, 0.164707891037, 0.588199078361, 4.54714301771, 7.2176873297
lyq, normal, 8, go, 2, Match, Yes, 0.796, 0.679, 0, 0.354099035021, 0.351664064994, 0.408874372621, 4.52632958192, 6.66617022374
lyq, normal, 8, shopping, 8, Match, Yes, 0.895, 2.155, 0, 0.362428130348, 0.517976997815, 0.286851658754, 14.0347763309, 6.51265723012
lyq, normal, 8, my, 2, Match, Yes, 0, 0.546, 0, 0.216801357125, 0.279595493227, 0.361370503535, 2.89930053564, 5.31007424109
lyq, normal, 8, favorite, 8, Match, Yes, 0.548, 2.917, 0, 0.382826109554, 0.202039906395, 0.536810817181, 25.6546668647, 8.79488065295
lyq, normal, 8, subject, 7, Match, Yes, 0.994, 2.802, 0, 0.496405174864, 0.342477242866, 0.14392949484, 16.5258357212, 5.89787142086
lyq, normal, 8, is, 2, Select, Yes, 4.342, 0.845, 1.459, 0.590158002982, 0.327637831517, 0.881644905304, 6.16571993455, 7.29670998172
lyq, normal, 8, psychology, 10, Match, Yes, 0.696, 3.68, 0, 0.446805769391, 0.0953196802345, 0.214274533625, 28.6624594659, 7.78871181138
lyq, normal, 8, elephants, 9, Match, Yes, 0, 4.061, 0, 0.663022266156, 0.155652266765, 0.536030100529, 39.9596011141, 9.8398426777
lyq, normal, 8, are, 3, Match, Yes, 0.414, 0.879, 0, 0.532032375503, 0.396116772972, 0.433318967683, 3.45194318699, 3.92712535494
lyq, normal, 8, afraid, 6, Match, Yes, 1.475, 2.702, 0, 0.368534457629, 0.432222764085, 0.243045060555, 16.216612653, 6.00170712547
lyq, normal, 8, of, 2, Match, Yes, 1.474, 0.63, 0, 0.187761776373, 0.430631937163, 0.443626991327, 4.03394977434, 6.40309487991
lyq, normal, 8, mice, 4, Select, Yes, 0.58, 1.591, 1.541, 0.475002695473, 0.57779591705, 0.351997624407, 8.61526692261, 5.41500120843
lyq, normal, 8, physics, 7, Match, Yes, 0, 2.735, 0, 0.313952404418, 0.452965606325, 0.347773950218, 17.8163272918, 6.5141964504
lyq, normal, 8, and, 3, Match, Yes, 0.398, 1.26, 0, 0.198563876702, 0.157005972781, 0.139336614176, 9.412008186, 7.46984776667
lyq, normal, 8, chemistry, 9, Match, Yes, 0.712, 3.614, 0, 0.921867632674, 0.249002490889, 0.389910249166, 25.2414610579, 6.98435557772
lyq, normal, 8, are, 3, Match, Yes, 1.06, 0.663, 0, 0.170363953022, 0.0925722688957, 0.265416464427, 3.89441069615, 5.87392261862
lyq, normal, 8, hard, 4, Match, Yes, 1.012, 1.243, 0, 0.311377006977, 0.363315076303, 0.390992753878, 8.61530555866, 6.93105837382
lyq, normal, 8, my, 2, Match, Yes, 0, 0.513, 0, 0.289759303074, 0.229348724036, 0.0517597443, 2.98815282282, 5.82485930374
lyq, normal, 8, favorite, 8, Match, Yes, 0.448, 3.232, 0, 0.502560078145, 0.35383094715, 0.274566808681, 26.0923988813, 8.07314321823
lyq, normal, 8, place, 5, Match, Yes, 1.011, 1.79, 0, 0.305204542763, 0.231004828913, 0.512998222317, 12.533745759, 7.00209260278
lyq, normal, 8, to, 2, Match, Yes, 1.227, 0.647, 0, 0.183238432519, 0.231966089291, 0.278836337176, 3.78795359282, 5.8546423382
lyq, normal, 8, visit, 5, Match, Yes, 1.143, 1.923, 0, 0.454679770067, 0.266371083359, 0.3133029116, 16.5035169016, 8.58217207569
lyq, normal, 8, watch, 5, Match, Yes, 0, 1.641, 0, 0.352794898451, 0.0863872373097, 0.108510368657, 10.4997008127, 6.39835515702
lyq, normal, 8, out, 3, Match, Yes, 0.977, 0.529, 0, 0.223357215194, 0.288986651866, 0.177787594854, 3.96246341497, 7.49047904532
lyq, normal, 8, for, 3, Select, Yes, 0.681, 1.26, 2.055, 0.607979015977, 0.722790074257, 0.445336073509, 9.46531925886, 7.51215814195
lyq, normal, 8, low, 3, Match, Yes, 1.16, 0.978, 0, 0.293009353426, 0.0979854900126, 0.209413200396, 8.09111496989, 8.27312369109
lyq, normal, 8, flying, 6, Match, Yes, 1.292, 1.922, 0, 0.30562329726, 0.243270243988, 0.122089422838, 14.6979948523, 7.64723977746
lyq, normal, 8, objects, 7, Match, Yes, 1.061, 2.636, 0, 0.496771437536, 0.368168402806, 0.112098074689, 17.2761643769, 6.55393185769
lyq, normal, 8, breathing, 9, Match, Yes, 0, 2.635, 0, 0.338233573871, 0.0313350398915, 0.402604282567, 16.429885018, 6.23525048121
lyq, normal, 8, is, 2, Match, Yes, 1.061, 0.762, 0, 0.244140111912, 0.492986344113, 0.244752408846, 4.94825649616, 6.49377492934
lyq, normal, 8, difficult, 9, Match, Yes, 6.448, 3.233, 0, 0.531497597891, 0.268403475179, 0.277767431975, 30.0906183414, 9.30733632583
lyq, normal, 8, elections, 9, Match, Yes, 0, 3.1, 0, 0.487871152274, 0.393286030295, 0.394595979611, 27.3655562659, 8.82759879547
lyq, normal, 8, bring, 5, Match, Yes, 6.414, 2.006, 0, 0.422210422353, 0.222084118282, 0.4655575906, 13.4775781925, 6.71863319667
lyq, normal, 8, out, 3, Select, Yes, 1.093, 0.713, 1.293, 0.578135189935, 1.10633092161, 0.0972687758996, 2.98962301137, 4.19301965129
lyq, normal, 8, the, 3, Select, Yes, 0.398, 0.845, 1.426, 0.232919898618, 0.197052534173, 0.267675553215, 5.40731069606, 6.39918425569
lyq, normal, 8, best, 4, Match, Yes, 0.762, 1.16, 0, 0.454045536747, 0.239869239795, 0.193420268382, 7.52981744128, 6.49122193213
lyq, normal, 8, my, 2, Match, Yes, 0, 0.381, 0, 0.228729191789, 0.202313074506, 0.275869083503, 2.89341052872, 7.59425335622
lyq, normal, 8, watch, 5, Match, Yes, 0.795, 1.558, 0, 0.512519271571, 0.141019333235, 0.392645321364, 9.82852992395, 6.3084274223
lyq, normal, 8, fell, 4, Select, Yes, 0.846, 0.961, 1.641, 0.648191358102, 0.905338417239, 0.320831637999, 8.5294458146, 8.87559397981
lyq, normal, 8, in, 2, Match, Yes, 0.614, 0.464, 0, 0.408959473296, 0.419951379724, 0.206631213492, 2.5001503506, 5.38825506596
lyq, normal, 8, the, 3, Select, Yes, 0.58, 0.712, 1.144, 0.438518788515, 0.51269819314, 0.0546011982469, 4.11105020462, 5.7739469166
lyq, normal, 8, water, 5, Match, Yes, 0.448, 1.326, 0, 0.488300842449, 0.335318826686, 0.387622786019, 9.54413626649, 7.19768949207
lyq, normal, 8, prevailing, 10, Match, Yes, 0, 3.365, 0, 0.805967445857, 0.753206444933, 0.868631317166, 31.0791978119, 9.23601718036
lyq, normal, 8, wind, 4, Match, Yes, 0.961, 1.458, 0, 0.356714885322, 0.287952870771, 0.250633391496, 12.4084481675, 8.51059545094
lyq, normal, 8, from, 4, Match, Yes, 0.978, 1.492, 0, 0.247904270547, 0.236992622672, 0.532276753591, 7.79519668027, 5.22466265433
lyq, normal, 8, the, 3, Match, Yes, 0.895, 1.028, 0, 0.236351402237, 0.386925000625, 0.277055817337, 5.60712209231, 5.45439892248
lyq, normal, 8, east, 4, Match, Yes, 0.861, 0.945, 0, 0.272968295325, 0.138260937882, 0.436426574454, 6.46497772626, 6.84124627117
wq, normal, 1, favorite, 8, Undo, No, 0.2321, 0.2821, 0, 1.86125949411, 1.62093609994, 3.33884883192, 0.554315729473, 1.96496182018
wq, normal, 1, from, 4, Undo, No, 1.1111, 2.1398, 0, 0.908024029167, 0.101736148114, 1.54730550599, 10.4732807057, 4.89451383572
wq, normal, 1, shopping, 8, Undo, No, 1.4929, 0.1161, 0, 3.27274497756, 7.49038067865, 4.45757489084, 0.142589463745, 1.22816075577
wq, normal, 1, go, 2, Undo, No, 0.7465, 0.0993999999999, 0, 2.53505333675, 0.843742519432, 4.24831001617, 0.190105443901, 1.91252961671
wq, normal, 2, objects, 7, Undo, No, 2.256, 3.482, 2.155, 1.54779899708, 0.143297117714, 2.41970790642, 18.8060934874, 5.40094586083
wq, normal, 3, is, 2, Undo, No, 1.559, 1.194, 0, 0.652078298157, 1.29020151764, 0.298563021831, 7.3083439206, 6.12089105578
wq, normal, 3, subject, 7, Undo, Yes, 1.775, 2.918, 0, 1.17868497881, 0.28213970415, 0.4973098094, 27.1378833046, 9.30016562873
wq, normal, 4, for, 3, Undo, No, 1.161, 0.945, 1.807, 1.03864305973, 0.582613543378, 0.629175752853, 8.6757084304, 9.18064384169
wq, normal, 4, place, 5, Undo, No, 1.641, 1.757, 0, 1.44716975047, 0.404182836726, 0.135141517399, 19.7026736686, 11.2138154062
wq, normal, 4, difficult, 9, Undo, No, 0.68, 2.735, 0, 1.52945678311, 0.252416652735, 0.296579675103, 28.0798691129, 10.2668625641
wq, normal, 5, favorite, 8, Undo, No, 1.028, 2.024, 0, 2.30372628467, 0.211040855611, 0.355720937951, 20.517958362, 10.1373312065
wq, normal, 5, subject, 7, Undo, No, 1.559, 3.25, 0, 1.465145589, 0.0462954797361, 0.24377291441, 27.1968869641, 8.36827291203
wq, normal, 6, are, 3, Undo, No, 3.301, 0.928, 0, 3.32125087906, 2.96534662271, 5.3509947125, 5.24165443529, 5.64833452079
wq, normal, 6, chemistry, 9, Undo, No, 1.625, 3.101, 0, 1.75089780191, 0.46726927572, 0.243983128624, 37.4940498495, 12.0909544823
wq, normal, 6, shopping, 8, Undo, No, 1.658, 3.084, 2.488, 1.69855962639, 1.17974561433, 0.312479007732, 32.4491046235, 10.521758957
wq, normal, 6, bring, 5, Undo, No, 1.592, 1.939, 0, 1.1027802362, 0.473221974478, 1.15081538556, 15.6488004586, 8.07055206735
wq, normal, 6, best, 4, Undo, No, 0.746, 1.061, 0, 0.911846325954, 0.785346288687, 0.696908367463, 9.37942280519, 8.84017229518
wq, normal, 7, visit, 5, Undo, No, 1.89, 2.503, 0, 0.562783118889, 1.25037370081, 0.291016938201, 23.5744315954, 9.41847047358
wq, normal, 7, is, 2, Undo, No, 1.393, 1.111, 4.957, 0.0874956776608, 0.114034350145, 0.324940532746, 5.77923128779, 5.20182834184
wq, normal, 7, from, 4, Undo, No, 0.945, 1.161, 0, 0.833392990516, 0.226656395176, 0.972078123235, 10.0446754356, 8.65174456125
wq, normal, 7, the, 3, Undo, No, 0.995, 0.995, 0, 0.68073912859, 0.334503399325, 0.171185029369, 5.07431755477, 5.09981663796
wq, normal, 8, out, 3, Undo, No, 1.476, 1.177, 0, 0.561233808786, 0.96005855028, 0.577406361781, 5.56945728449, 4.73190933262
wq, normal, 1, elephants, 9, Match, Yes, 0, 5.1601, 0, 1.0206334085, 0.210863313471, 0.31446064608, 46.7596751444, 9.06177693154
wq, normal, 1, are, 3, Match, Yes, 1.3434, 1.0285, 0, 0.391076636365, 0.149446163667, 0.262364844301, 5.22939197925, 5.08448418012
wq, normal, 1, afraid, 6, Match, Yes, 1.5094, 2.6543, 0, 0.3151415114, 0.254007125652, 0.460522248015, 18.3453110512, 6.91154392919
wq, normal, 1, of, 2, Match, Yes, 2.1895, 0.8627, 0, 0.393120001954, 0.1892346269, 0.693322463306, 4.81444725303, 5.58067376032
wq, normal, 1, mice, 4, Match, Yes, 2.3388, 1.7912, 0, 0.214294385085, 0.305548696859, 0.126898207647, 9.63881892614, 5.38120752911
wq, normal, 1, my, 2, Match, Yes, 0, 0.7132, 0, 0.208228502715, 0.220932380707, 0.201024558562, 3.50969091728, 4.92104727606
wq, normal, 1, watch, 5, Match, Yes, 0.9455, 2.1067, 0, 0.816976775747, 0.060783305611, 0.407719070942, 14.6722640367, 6.96457209697
