technique, size, speed, word, len, class, correct, gesture_durations, selection_durations, sample_distance, start_distance, end_distance, gesture_length, gesture_speed
normal, 0.8, 2.0, will, 4, Select, Yes, 1.0282, 2.4375, 0.235465519552, 0.213160205878, 0.271128429548, 7.79058337497, 7.57691438919
normal, 0.8, 2.0, do, 2, Match, Yes, 1.9402, 0, 0.174149745445, 0.240270567528, 0.0810434005271, 5.45608043097, 2.81212268373
normal, 0.8, 2.0, he, 2, Match, Yes, 0.6965, 0, 0.106976993719, 0.401749674306, 0.130412740214, 3.67096761607, 5.2705924136
normal, 0.8, 2.0, cooled, 6, Match, Yes, 2.852, 0, 0.358899564751, 0.236379074611, 0.0471825845837, 13.456021817, 4.71810021634
normal, 0.8, 2.0, off, 3, Select, Yes, 0.4972, 1.1441, 0.353410535982, 0.665288108059, 0.054725319926, 3.98382714408, 8.01252442494
normal, 0.8, 2.0, after, 5, Match, Yes, 2.686, 0, 0.226768481559, 0.185911119246, 0.261292795662, 7.98359939891, 2.97230059528
normal, 0.8, 2.0, she, 3, Match, Yes, 1.4593, 0, 0.199295132587, 0.390510116156, 0.47159641212, 6.49154204875, 4.4483944691
normal, 0.8, 2.0, left, 4, Match, Yes, 1.3763, 0, 0.344379635413, 0.675941262929, 0.35318301115, 7.65444644739, 5.56161189232
normal, 0.8, 2.0, the, 3, Select, Yes, 0.9453, 1.3099, 0.373548951643, 0.365822917933, 0.245864081567, 5.06839658094, 5.36168050454
normal, 0.8, 2.0, cream, 5, Match, Yes, 2.5039, 0, 0.381775213954, 0.199897326545, 0.356402117285, 11.1504029581, 4.45321416913
normal, 0.8, 2.0, rises, 5, Match, Yes, 1.8737, 0, 0.309107215468, 0.243323099333, 0.1336218255, 10.0006057291, 5.33735695634
normal, 0.8, 2.0, to, 2, Match, Yes, 0.6468, 0, 0.166047856355, 0.15782686342, 0.250838530192, 4.30264820434, 6.65220810813
normal, 0.8, 2.0, the, 3, Match, Yes, 0.995, 0, 0.308109687274, 0.177972913504, 0.205989790995, 4.61278655625, 4.63596638819
normal, 0.8, 2.0, top, 3, Select, Yes, 0.6135, 1.5919, 0.213715387648, 0.164819976232, 0.265370573638, 5.11198278399, 8.33249027544
normal, 0.8, 2.0, the, 3, Match, Yes, 0.8623, 0, 0.248688081787, 0.0419923258941, 0.199368042647, 6.01098343903, 6.97087259542
normal, 0.8, 2.0, bus, 3, Match, Yes, 0.9784, 0, 0.17212540682, 0.264184704109, 0.0602402410769, 6.58233434274, 6.72765161768
normal, 0.8, 2.0, was, 3, Match, Yes, 0.6134, 0, 0.197966818053, 0.320608930401, 0.141552625977, 1.9558931613, 3.18860965325
normal, 0.8, 2.0, very, 4, Select, Yes, 1.393, 1.2435, 0.33572540168, 0.663781840625, 0.298072761, 4.68884602683, 3.36600576226
normal, 0.8, 2.0, crowded, 7, Select, Yes, 4.0457, 2.2884, 0.567709464223, 0.0731284287538, 0.0556694055474, 16.6751100441, 4.12168723438
normal, 0.8, 2.0, we, 2, Match, Yes, 0.3649, 0, 0.156649583132, 0.126545054625, 0.183382660958, 0.933471205784, 2.55815622303
normal, 0.8, 2.0, accept, 6, Select, Yes, 2.3874, 1.4591, 0.723042542512, 0.431874240645, 0.177898445842, 18.1976543158, 7.62237342539
normal, 0.8, 2.0, personal, 8, Select, Yes, 4.6584, 2.0392, 0.927494954601, 0.699336943109, 0.319081153353, 30.1517573368, 6.47255652946
normal, 0.8, 2.0, checks, 6, Match, No, 3.3987, 0, 1.90316748662, 0.384762586357, 6.10068670881, 11.7298588977, 3.45127810566
normal, 0.4, 2.0, you, 3, Match, Yes, 1.508, 0, 0.177676083102, 0.0216941300817, 0.332221885567, 4.64888052739, 3.08281202081
normal, 0.4, 2.0, will, 4, Select, Yes, 1.79, 1.708, 0.293148166042, 0.232279810687, 0.406322447439, 8.75213431196, 4.88946050948
normal, 0.4, 2.0, loose, 5, Select, Yes, 3.466, 1.177, 0.390657323474, 0.294179034685, 0.640098376237, 9.93465150051, 2.86631607054
normal, 0.4, 2.0, your, 4, Match, Yes, 2.67, 0, 0.441968860721, 0.32518648757, 0.566309973644, 8.21248239443, 3.07583610278
normal, 0.4, 2.0, voice, 5, Match, Yes, 3.1, 0, 0.275709097256, 0.104348162543, 0.508190285511, 12.8859356549, 4.15675343706
normal, 0.4, 2.0, this, 4, Match, Yes, 1.708, 0, 0.17392785626, 0.196728992576, 0.101663733775, 9.35809795085, 5.4789800649
normal, 0.4, 2.0, is, 2, Match, Yes, 0.663, 0, 0.132325500766, 0.0614983003505, 0.115511454843, 5.66107470999, 8.53857422322
normal, 0.4, 2.0, a, 1, Match, Yes, 0.0819999999999, 0, 0.165355750287, 0.165355750287, 0.165355750287, 0, 0.0
normal, 0.4, 2.0, non, 3, Match, Yes, 1.277, 0, 0.640780282832, 0.325993585049, 0.157822990648, 8.04160065369, 6.29725971315
normal, 0.4, 2.0, profit, 6, Match, Yes, 3.266, 0, 0.415285204411, 0.176894052701, 0.369470549962, 24.2217782834, 7.41634362628
normal, 0.4, 2.0, organization, 12, Match, Yes, 5.769, 0, 0.75558097164, 0.344762656796, 0.191833702652, 37.5070301038, 6.50147861047
normal, 0.4, 2.0, interesting, 11, Match, Yes, 4.112, 0, 0.571756784457, 0.492948118431, 0.776839217911, 22.2756545086, 5.41723115482
normal, 0.4, 2.0, observation, 11, Match, Yes, 4.71, 0, 0.356240472394, 0.0679283873576, 0.299512248906, 25.2609462147, 5.36325821969
normal, 0.4, 2.0, was, 3, Match, Yes, 0.896, 0, 0.278069649434, 0.122872385771, 0.19264065294, 2.74621558272, 3.06497274857
normal, 0.4, 2.0, made, 4, Select, Yes, 1.476, 1.509, 0.434826040371, 0.745432036479, 0.482159975371, 7.33876412895, 4.97206241799
normal, 0.4, 2.0, this, 4, Match, Yes, 1.625, 0, 0.260149175952, 0.189285420009, 0.134400939599, 9.27744679453, 5.7091980274
normal, 0.4, 2.0, system, 6, Select, Yes, 3.117, 1.957, 1.04709719709, 0.197650665266, 0.550371878687, 22.9129436793, 7.35096043609
normal, 0.4, 2.0, of, 2, Match, Yes, 1.758, 0, 0.119792040508, 0.248531748716, 0.128638745672, 4.7402154683, 2.69636829824
normal, 0.4, 2.0, taxation, 8, Match, Yes, 2.985, 0, 0.219748142856, 0.0578465901674, 0.130920393923, 17.2068036446, 5.76442333153
normal, 0.4, 2.0, never, 5, Match, Yes, 1.874, 0, 0.298515167191, 0.102756253192, 0.515838287111, 11.7259011937, 6.25715111724
normal, 0.4, 2.0, mix, 3, Match, Yes, 1.028, 0, 0.546306655305, 0.539191440137, 0.26292381778, 7.43640014955, 7.23385228556
normal, 0.4, 2.0, religion, 8, Match, Yes, 2.852, 0, 0.384581608013, 0.058718842291, 0.197391985747, 21.0403326451, 7.3773957381
normal, 0.4, 2.0, and, 3, Match, Yes, 1.443, 0, 0.47547131322, 0.267331558829, 0.316168804219, 10.0618039589, 6.97283711632
normal, 0.4, 2.0, politics, 8, Match, Yes, 3.466, 0, 0.3651276133, 0.129115425391, 0.591900977979, 16.7444719577, 4.83106519265
normal, 0.4, 2.0, an, 2, Match, Yes, 0.929, 0, 0.391565786528, 0.508954749436, 0.528192650878, 6.39177906794, 6.88027886753
normal, 0.4, 2.0, excellent, 9, Match, Yes, 3.465, 0, 0.471850877774, 0.17698045463, 0.312292705949, 24.0225517051, 6.932915355
normal, 0.4, 2.0, way, 3, Select, Yes, 0.995, 1.558, 0.443367191616, 0.307023862975, 0.138991275241, 5.99559026067, 6.02571885495
normal, 0.4, 2.0, to, 2, Match, Yes, 1.575, 0, 0.185937582829, 0.260453729096, 0.130087023872, 4.07233957427, 2.58561242811
normal, 0.4, 2.0, communicate, 11, Match, Yes, 6.119, 0, 0.527259685896, 0.394706751654, 0.573100078984, 30.7147221963, 5.01956564737
normal, 0.4, 2.0, he, 2, Match, Yes, 0.697, 0, 0.168342488622, 0.174415619808, 0.235834169036, 3.81796582477, 5.47771280454
normal, 0.4, 2.0, is, 2, Match, Yes, 1.327, 0, 0.259280964741, 0.52206824937, 0.233591157932, 5.15767291715, 3.88671659168
normal, 0.4, 2.0, just, 4, Match, Yes, 1.692, 0, 0.409390024246, 0.434277436141, 0.365357991538, 8.05389487142, 4.75998514859
normal, 0.4, 2.0, like, 4, Match, Yes, 1.641, 0, 0.286231558175, 0.52590260471, 0.323441300277, 8.07198866405, 4.91894495067
normal, 0.4, 2.0, everyone, 8, Match, Yes, 3.118, 0, 0.519067822844, 0.408988631177, 0.1680142953, 19.2406902615, 6.17084357328
normal, 0.4, 2.0, else, 4, Match, Yes, 1.559, 0, 0.223194720151, 0.28772612298, 0.209087016665, 14.8889816886, 9.55034104467
normal, 0.4, 2.0, breathing, 9, Match, Yes, 3.599, 0, 0.494823000902, 0.662319986023, 0.417217355618, 18.3468555461, 5.09776480858
normal, 0.4, 2.0, is, 2, Match, Yes, 0.73, 0, 0.25439470997, 0.0970501118907, 0.363366413138, 5.38533970982, 7.37717768469
normal, 0.4, 2.0, difficult, 9, Select, Yes, 3.3, 2.719, 0.942644108749, 0.276003002312, 0.0626682543638, 26.9761482161, 8.17459036852
normal, 0.6, 1.0, the, 3, Select, Yes, 1.592, 1.144, 0.367549177692, 0.21580163489, 0.223398256414, 4.11095162018, 2.58225604282
normal, 0.6, 1.0, elevator, 8, Match, Yes, 5.752, 0, 0.373166681613, 0.23164768922, 0.292374651463, 30.4918516998, 5.30108687409
normal, 0.6, 1.0, door, 4, Match, Yes, 1.641, 0, 0.253320771105, 0.243814085934, 0.269451743694, 10.9653143783, 6.68209285695
normal, 0.6, 1.0, appears, 7, Match, Yes, 3.879, 0, 0.398322391177, 0.308717283701, 0.350668940548, 23.1166896929, 5.95944565427
normal, 0.6, 1.0, to, 2, Match, Yes, 0.713, 0, 0.222824608879, 0.483713529705, 0.106293947297, 4.55260173348, 6.38513567108
normal, 0.6, 1.0, be, 2, Match, Yes, 0.679, 0, 0.266993010548, 0.170732921641, 0.13770148688, 3.68739868941, 5.43063135407
normal, 0.6, 1.0, stuck, 5, Match, Yes, 2.603, 0, 0.191391829788, 0.197314701756, 0.205125970984, 13.3973162962, 5.14687525787
normal, 0.6, 1.0, exceed, 6, Match, Yes, 1.791, 0, 0.27507680373, 0.279817060684, 0.346021388629, 6.4065014568, 3.5770527397
normal, 0.6, 1.0, the, 3, Match, Yes, 1.028, 0, 0.228897824706, 0.260163688596, 0.24142224389, 5.77037989738, 5.6132100169
normal, 0.6, 1.0, maximum, 7, Match, Yes, 3.316, 0, 0.342507239046, 0.150259550994, 0.326918688735, 21.1299310962, 6.37211432334
normal, 0.6, 1.0, speed, 5, Match, Yes, 1.939, 0, 0.250489108444, 0.196207507017, 0.304278411564, 15.8594115223, 8.17917046016
normal, 0.6, 1.0, limit, 5, Match, Yes, 1.592, 0, 0.325111613784, 0.137239362029, 0.688235515992, 9.41135905889, 5.91165770031
normal, 0.6, 1.0, do, 2, Match, Yes, 0.812, 0, 0.241035894918, 0.242949285681, 0.413582064511, 6.27358606991, 7.7260912191
normal, 0.6, 1.0, not, 3, Match, Yes, 0.895, 0, 0.185600199923, 0.274067855498, 0.0909829037677, 7.12591791053, 7.96191945311
normal, 0.6, 1.0, drink, 5, Match, Yes, 1.525, 0, 0.356767243812, 0.266009943583, 0.345176857915, 9.88943141898, 6.48487306163
normal, 0.6, 1.0, too, 3, Select, Yes, 0.547, 1.326, 0.133944194652, 0.190237798812, 0.0253092770738, 3.8584892583, 7.05391089269
normal, 0.6, 1.0, much, 4, Match, Yes, 1.973, 0, 0.31239829479, 0.04253080098, 0.387208687738, 10.1248838582, 5.13172015112
normal, 0.6, 1.0, sing, 4, Match, Yes, 1.459, 0, 0.259359316054, 0.339438238189, 0.350586843247, 11.0477751613, 7.57215569657
normal, 0.6, 1.0, the, 3, Match, Yes, 0.912, 0, 0.250560662533, 0.02263104675, 0.415220534244, 5.42416478966, 5.94754911147
normal, 0.6, 1.0, gospel, 6, Match, Yes, 4.011, 0, 0.599301480981, 0.0990121464114, 0.202205728596, 32.9225716828, 8.2080707262
normal, 0.6, 1.0, and, 3, Select, Yes, 0.945, 1.243, 0.449598792236, 0.380747690089, 0.545436348815, 9.44884108521, 9.99877363514
normal, 0.6, 1.0, the, 3, Match, Yes, 1.491, 0, 0.141475059622, 0.232292229928, 0.0885133783786, 5.82502991757, 3.90679404263
normal, 0.6, 1.0, blues, 5, Select, Yes, 1.375, 1.84, 0.37036506647, 0.436076988617, 0.380475951946, 10.1717843153, 7.39766132019
normal, 0.6, 1.0, take, 4, Match, Yes, 1.84, 0, 0.236707137184, 0.150603806609, 0.347796408154, 16.8219170297, 9.14234621181
normal, 0.6, 1.0, a, 1, Match, Yes, 0.066, 0, 0.0815367094554, 0.0815367094554, 0.0815367094554, 0, 0.0
normal, 0.6, 1.0, coffee, 6, Select, Yes, 1.724, 1.541, 0.334767006423, 0.127701307452, 0.338576189466, 12.0068406738, 6.96452475276
normal, 0.6, 1.0, break, 5, Match, Yes, 2.503, 0, 0.255640704761, 0.587300809726, 0.24755918352, 12.4437963266, 4.97155266746
normal, 0.6, 1.0, this, 4, Match, Yes, 1.326, 0, 0.175244244502, 0.231192385515, 0.124065082231, 9.23604011293, 6.96533945168
normal, 0.6, 1.0, watch, 5, Match, Yes, 1.741, 0, 0.269732089657, 0.122957451946, 0.15872997606, 10.2827171728, 5.9062131952
normal, 0.6, 1.0, is, 2, Match, Yes, 0.646, 0, 0.116656106264, 0.259081662925, 0.0689193253594, 5.89070205534, 9.11873383179
normal, 0.6, 1.0, too, 3, Select, Yes, 0.796, 1.408, 0.5478912308, 0.868478204363, 0.242231220005, 4.63682894166, 5.82516198701
normal, 0.6, 1.0, expensive, 9, Match, Yes, 4.674, 0, 0.502122237729, 0.00699015378944, 0.428396220213, 39.0821055105, 8.36159724229
normal, 0.6, 1.0, are, 3, Match, Yes, 0.514, 0, 0.221062583992, 0.133153065383, 0.268048102021, 3.48349661297, 6.77723076453
normal, 0.6, 1.0, you, 3, Select, Yes, 0.779, 1.691, 0.372988293633, 0.944357168554, 0.223255542339, 6.38271991954, 8.19347871571
normal, 0.6, 1.0, talking, 7, Match, Yes, 3.001, 0, 0.283171684988, 0.425992515372, 0.21721856823, 17.2586464807, 5.75096517183
normal, 0.6, 1.0, to, 2, Match, Yes, 0.448, 0, 0.113130097481, 0.111432014233, 0.145584253558, 3.95597271817, 8.8302962459
normal, 0.6, 1.0, me, 2, Select, Yes, 1.061, 1.409, 0.60921729737, 0.772694026329, 0.373863774723, 4.45534838835, 4.19919735
normal, 0.6, 1.0, are, 3, Select, Yes, 0.63, 1.244, 0.647128342685, 0.875456016806, 0.107620006514, 3.81161586422, 6.05018391146
normal, 0.6, 1.0, you, 3, Match, Yes, 1.956, 0, 0.161736224432, 0.125099991707, 0.128656855663, 4.87038091008, 2.48996979043
normal, 0.6, 1.0, sure, 4, Match, Yes, 0.929, 0, 0.206031121202, 0.13136993288, 0.228418559283, 8.3060789915, 8.94088158396
normal, 0.6, 1.0, you, 3, Match, Yes, 0.762, 0, 0.150627632185, 0.0563482319243, 0.12449457993, 4.57799309596, 6.00786495532
normal, 0.6, 1.0, want, 4, Match, Yes, 1.376, 0, 0.231875572455, 0.30133474968, 0.33656361295, 8.8920163908, 6.46222121424
normal, 0.6, 1.0, this, 4, Match, Yes, 1.276, 0, 0.231356208356, 0.299244212094, 0.292348152915, 8.76253832049, 6.86719304114
normal, 0.8, 1.0, on, 2, Match, Yes, 0.448, 0, 0.172360903674, 0.177034635394, 0.134364735091, 2.88047921839, 6.42964111247
normal, 0.8, 1.0, the, 3, Match, Yes, 0.763, 0, 0.179697603605, 0.0524632199641, 0.152913165179, 5.49451886934, 7.20120428485
normal, 0.8, 1.0, way, 3, Match, Yes, 1.16, 0, 0.201463333145, 0.123808979065, 0.319334216521, 5.85150623265, 5.0444019247
normal, 0.8, 1.0, to, 2, Match, Yes, 0.514, 0, 0.0642052485504, 0.0713926140858, 0.163639987304, 4.14241956188, 8.059182027
normal, 0.8, 1.0, the, 3, Match, Yes, 0.813, 0, 0.190039392241, 0.072271773259, 0.0777475949467, 6.15822752421, 7.57469560174
normal, 0.8, 1.0, cottage, 7, Select, Yes, 2.669, 1.857, 0.504316289672, 0.233144149566, 0.101704961378, 19.6882919659, 7.37665491415
normal, 0.8, 1.0, the, 3, Match, Yes, 0.862, 0, 0.12942251108, 0.169486617124, 0.152752266383, 6.01876667215, 6.98232792593
normal, 0.8, 1.0, sum, 3, Match, Yes, 1.194, 0, 0.103332535926, 0.110720151576, 0.247053234322, 6.76155278656, 5.6629420323
normal, 0.8, 1.0, of, 2, Match, Yes, 0.763, 0, 0.157025961129, 0.173259929845, 0.0775930092019, 4.45228627879, 5.83523758689
normal, 0.8, 1.0, the, 3, Match, Yes, 0.978, 0, 0.419047315542, 0.249279849815, 0.20665618644, 6.59007496383, 6.73831795893
normal, 0.8, 1.0, parts, 5, Match, Yes, 1.559, 0, 0.164758064182, 0.295500318257, 0.250628549302, 15.5658963109, 9.98453900636
normal, 0.8, 1.0, a, 1, Match, Yes, 0.0829999999999, 0, 0.39160623327, 0.39160623327, 0.39160623327, 0, 0.0
normal, 0.8, 1.0, picture, 7, Match, Yes, 2.205, 0, 0.366185007873, 0.300879564612, 0.209094257578, 13.0022686253, 5.896720465
normal, 0.8, 1.0, is, 2, Match, Yes, 0.498, 0, 0.272061257532, 0.390572384417, 0.161056163611, 5.37217515156, 10.7875003043
normal, 0.8, 1.0, worth, 5, Match, Yes, 1.972, 0, 0.174583704239, 0.192975060163, 0.227937526748, 14.3527134917, 7.27825227772
normal, 0.8, 1.0, many, 4, Match, Yes, 1.674, 0, 0.338672101067, 0.234629156136, 0.234397280311, 13.5072157024, 8.06882658446
normal, 0.8, 1.0, words, 5, Match, Yes, 1.856, 0, 0.246675597957, 0.384391271271, 0.0537366202882, 13.5062548767, 7.277076981
normal, 0.8, 1.0, make, 4, Match, Yes, 1.724, 0, 0.191026195346, 0.0869468602366, 0.27701568711, 19.3043746269, 11.1974330782
normal, 0.8, 1.0, up, 2, Match, Yes, 0.415, 0, 0.473050382995, 0.0582954654326, 0.939114024611, 2.0591450766, 4.9617953653
normal, 0.8, 1.0, a, 1, Match, Yes, 0.05, 0, 0.229340346477, 0.229340346477, 0.229340346477, 0, 0.0
normal, 0.8, 1.0, few, 3, Match, Yes, 0.63, 0, 0.0645613364845, 0.103808883599, 0.0932394309131, 2.58755989549, 4.10723792936
normal, 0.8, 1.0, more, 4, Match, Yes, 1.194, 0, 0.103403788916, 0.357199540809, 0.107954748761, 8.23008857581, 6.89287150403
normal, 0.8, 1.0, phrases, 7, Match, No, 2.056, 0, 0.44269011576, 0.193345302756, 1.44887319074, 11.1133866605, 5.40534370645
normal, 0.8, 1.0, construction, 12, Match, Yes, 4.691, 0, 0.442568205918, 0.341173973761, 0.721210319619, 32.4433598367, 6.91608608754
normal, 0.8, 1.0, makes, 5, Match, Yes, 1.807, 0, 0.262051993385, 0.327757047621, 0.142101955792, 19.5877165386, 10.8399095399
normal, 0.8, 1.0, traveling, 9, Match, Yes, 3.315, 0, 0.308342246643, 0.225348378749, 0.153721290816, 20.2332374913, 6.10354072136
normal, 0.8, 1.0, difficult, 9, Match, Yes, 3.398, 0, 0.781460630584, 0.0733727199782, 0.501993832237, 27.0862090796, 7.97122103578
normal, 0.8, 1.0, the, 3, Match, Yes, 0.945, 0, 0.227350760742, 0.181646477899, 0.343172486193, 5.96114360162, 6.30808846733
normal, 0.8, 1.0, protesters, 10, Match, Yes, 4.443, 0, 0.210472854769, 0.191364082819, 0.327237231629, 25.1819565653, 5.66778225642
normal, 0.8, 1.0, blocked, 7, Select, Yes, 4.144, 1.657, 0.43404898797, 0.0827055733612, 0.0551426293261, 19.2593266383, 4.64752090693
normal, 0.8, 1.0, all, 3, Match, Yes, 1.675, 0, 0.0965722647909, 0.0484618308569, 0.176857516301, 8.06323336279, 4.81387066435
normal, 0.8, 1.0, traffic, 7, Match, Yes, 2.702, 0, 0.313657715273, 0.0984773013643, 0.268658491576, 14.7732804527, 5.46753532667
normal, 0.8, 1.0, come, 4, Match, Yes, 1.807, 0, 0.191744382819, 0.196320848259, 0.122264675422, 13.2906041445, 7.35506593499
normal, 0.8, 1.0, and, 3, Match, Yes, 1.194, 0, 0.281028849037, 0.099757596591, 0.124654960222, 8.84759446786, 7.41004561797
normal, 0.8, 1.0, see, 3, Match, Yes, 0.613, 0, 0.150676180705, 0.11489152883, 0.190271249339, 1.08081810735, 1.76316167594
normal, 0.8, 1.0, our, 3, Match, Yes, 0.613, 0, 0.331654965228, 0.382889997981, 0.245169441199, 4.93600725244, 8.05221411491
normal, 0.8, 1.0, new, 3, Match, Yes, 0.895, 0, 0.31136473879, 0.492592080148, 0.18499390391, 5.02404424454, 5.61345725647
normal, 0.8, 1.0, car, 3, Select, Yes, 1.276, 2.222, 0.57331383952, 0.172863950854, 0.525360253314, 6.63550003958, 5.20023514074
normal, 0.8, 1.0, an, 2, Match, Yes, 0.63, 0, 0.0980309855736, 0.0466875654457, 0.225375328455, 5.42149965768, 8.60555501219
normal, 0.8, 1.0, airport, 7, Match, Yes, 3.315, 0, 0.573364677371, 0.822753057069, 0.586779412677, 21.8736559062, 6.59838790532
normal, 0.8, 1.0, is, 2, Match, Yes, 0.647, 0, 0.188858364936, 0.210187838937, 0.169701180721, 5.55678699666, 8.58854249871
normal, 0.8, 1.0, a, 1, Match, Yes, 0.133, 0, 0.186244489565, 0.159882693662, 0.215898362513, 0.083000040701, 0.624060456398
normal, 0.8, 1.0, very, 4, Match, Yes, 0.994, 0, 0.285772721391, 0.521253304306, 0.0106756390441, 5.32003892336, 5.35215183437
normal, 0.8, 1.0, busy, 4, Match, Yes, 1.807, 0, 0.180572401322, 0.0606560786731, 0.188849408471, 9.96656419814, 5.51553082354
normal, 0.8, 1.0, place, 5, Match, Yes, 2.055, 0, 0.239646593033, 0.412900365886, 0.277337192158, 13.2329632499, 6.43939817513
normal, 0.4, 1.0, rent, 4, Match, Yes, 1.907, 0, 0.213443581173, 0.19980441674, 0.397602022422, 8.23352076796, 4.31752531094
normal, 0.4, 1.0, is, 2, Select, Yes, 0.547, 1.525, 0.359058274649, 0.495890743057, 0.256114429746, 5.32569036208, 9.73617982099
normal, 0.4, 1.0, paid, 4, Select, Yes, 2.603, 1.326, 0.644338561366, 0.355913405065, 0.338446522229, 24.084112936, 9.25244446253
normal, 0.4, 1.0, at, 2, Match, Yes, 1.26, 0, 0.196875981615, 0.17854024869, 0.434827013196, 4.22541350534, 3.35350278202
normal, 0.4, 1.0, the, 3, Match, Yes, 1.061, 0, 0.311711358811, 0.228684653429, 0.109748205676, 6.56465076896, 6.18722975397
normal, 0.4, 1.0, beginning, 9, Match, No, 3.0, 0, 0.681035537284, 0.207970805781, 0.278446324567, 20.3136948874, 6.77123162914
normal, 0.4, 1.0, of, 2, Match, Yes, 0.646, 0, 0.195434006551, 0.260095013134, 0.175259033913, 4.99535196217, 7.7327429755
normal, 0.4, 1.0, the, 3, Match, Yes, 0.795, 0, 0.262634666343, 0.16589187566, 0.405015363918, 4.91236535059, 6.17907591269
normal, 0.4, 1.0, month, 5, Match, Yes, 1.806, 0, 0.326414705475, 0.565439701542, 0.235891767701, 9.25666843699, 5.12550854761
normal, 0.4, 1.0, watch, 5, Match, Yes, 1.625, 0, 0.288093130536, 0.089728680153, 0.382505059089, 9.36780956009, 5.76480588313
normal, 0.4, 1.0, out, 3, Match, Yes, 0.713, 0, 0.299449207636, 0.416104824203, 0.377870596995, 4.67936703053, 6.56292711154
normal, 0.4, 1.0, for, 3, Match, Yes, 1.061, 0, 0.118024627555, 0.0926757850682, 0.532629155111, 9.30774236172, 8.77261297052
normal, 0.4, 1.0, low, 3, Match, Yes, 1.21, 0, 0.316773306501, 0.305539835251, 0.175156607141, 8.02940937584, 6.63587551722
normal, 0.4, 1.0, flying, 6, Match, Yes, 2.171, 0, 0.673568749223, 0.130254670231, 0.393080724184, 17.1200157455, 7.88577418032
normal, 0.4, 1.0, objects, 7, Match, Yes, 2.686, 0, 0.302033572378, 0.173518143293, 0.107199506907, 16.8086819807, 6.25788606877
normal, 0.4, 1.0, the, 3, Match, Yes, 0.962, 0, 0.150568852822, 0.279495782174, 0.173565703323, 5.16076977795, 5.36462554881
normal, 0.4, 1.0, cotton, 6, Match, Yes, 2.586, 0, 0.382037159489, 0.327357716917, 0.23753482198, 16.2656460399, 6.28988632632
normal, 0.4, 1.0, is, 2, Match, Yes, 0.763, 0, 0.395056920098, 0.25863536565, 0.37879666279, 5.42006677996, 7.10362618606
normal, 0.4, 1.0, high, 4, Match, Yes, 0.978, 0, 0.272201087862, 0.209780196511, 0.233931110548, 5.46553878475, 5.58848546498
normal, 0.4, 1.0, the, 3, Match, Yes, 1.028, 0, 0.298262132338, 0.130684340363, 0.133428305153, 6.62770263146, 6.44718154811
normal, 0.4, 1.0, accident, 8, Match, Yes, 3.182, 0, 0.345857364723, 0.0859284060546, 0.162002965951, 19.6358953154, 6.17092876034
normal, 0.4, 1.0, scene, 5, Match, Yes, 2.122, 0, 0.421032628547, 0.252551963851, 0.782533360483, 12.5709902016, 5.92412356341
normal, 0.4, 1.0, is, 2, Select, Yes, 0.53, 1.608, 0.600155786907, 0.337126680703, 0.819523218201, 6.10685335605, 11.5223648227
normal, 0.4, 1.0, a, 1, Match, Yes, 0.862, 0, 0.152051374387, 0.152051374387, 0.152051374387, 0, 0.0
normal, 0.4, 1.0, shrine, 6, Match, Yes, 2.752, 0, 0.353256535247, 0.237014436027, 0.437556612923, 16.6531577857, 6.05129280003
normal, 0.4, 1.0, for, 3, Match, Yes, 1.211, 0, 0.281609017777, 0.33685618705, 0.182604497998, 9.53549463386, 7.87406658452
normal, 0.4, 1.0, fans, 4, Select, Yes, 1.724, 1.326, 0.721745030068, 0.493632086142, 0.227228319617, 14.5608789207, 8.44598545283
normal, 0.4, 1.0, shall, 5, Match, Yes, 2.172, 0, 0.373152109879, 0.432297666379, 0.205415828029, 18.5469736574, 8.53912231003
normal, 0.4, 1.0, we, 2, Match, Yes, 0.431, 0, 0.217265691619, 0.0880064077894, 0.468433754293, 1.49334511691, 3.46483785827
normal, 0.4, 1.0, play, 4, Select, No, 1.592, 1.608, 0.488629521567, 0.572320424294, 0.182777296167, 14.0657246002, 8.83525414587
normal, 0.4, 1.0, a, 1, Match, Yes, 1.542, 0, 0.371146691674, 0.371146691674, 0.371146691674, 0, 0.0
normal, 0.4, 1.0, round, 5, Match, Yes, 1.774, 0, 0.407389236844, 0.194404685196, 0.492546084225, 13.00835543, 7.33278209132
normal, 0.4, 1.0, of, 2, Match, No, 0.514, 0, 0.320398390769, 0.177094915266, 0.396135243382, 4.88322127089, 9.50043048812
normal, 0.4, 1.0, cards, 5, Match, Yes, 1.061, 0, 0.27182587778, 0.164527972968, 0.473260662626, 8.08639302486, 7.62148258705
normal, 0.4, 1.0, yes, 3, Match, Yes, 1.078, 0, 0.308675387162, 0.451980555008, 0.323005498758, 4.44864028537, 4.12675351148
normal, 0.4, 1.0, you, 3, Match, Yes, 0.746, 0, 0.201422278944, 0.114816119273, 0.429294800361, 5.92880868984, 7.94746473169
normal, 0.4, 1.0, are, 3, Match, Yes, 0.746, 0, 0.205171073802, 0.188227010689, 0.316521014495, 3.57230364224, 4.78861078048
normal, 0.4, 1.0, very, 4, Select, Yes, 0.862, 1.691, 0.377802974453, 0.838884856238, 0.178299823494, 4.73176756351, 5.48928951683
normal, 0.4, 1.0, smart, 5, Match, Yes, 2.57, 0, 0.370688373335, 0.574645845582, 0.119157504187, 15.6162845164, 6.07637529823
